;GND-ID;Name_identifiziert;occupation_GND;birth_GND;gender;death_GND;country_GND;country_norm
842;133468259;Neuner, Florian;"Journalist; Schriftsteller";1972;Männlich;;"Österreich; Deutschland";D,Ö
843;118538322;Gellert, Christian Fürchtegott;"Schriftsteller; Hochschullehrer; Philosoph; Librettist";1715-07-04;Männlich;1769-12-13;Deutschland;D
844;115413391;Ayim, May;"Schriftsteller; Antirassismus; Wissenschaftler; Librettist";1960-05-03;Weiblich;1996-08-09;Deutschland;D
845;119560526;Lehr, Thomas;"Biochemiker; Schriftsteller";1957;Männlich;;Deutschland;D
846;118991493;Mofolo, Thomas;Schriftsteller;1876;Männlich;1948;"Südafrika; Lesotho";
847;11936039X;Schrott, Raoul;"Schriftsteller; Lyriker; Literaturwissenschaftler; Hochschullehrer; Übersetzer";1964-01-17;Männlich;;"Österreich; Deutschland";D,Ö
848;118732692;Meinhold, Wilhelm;"Schriftsteller; Pfarrer";1797-02-27;Männlich;1851-11-30;Deutschland;D
849;118594648;Piscator, Erwin;"Regisseur; Filmeditor; Drehbuchautor; Schriftsteller; Filmproduzent; Theaterdirektor";1893-12-17;Männlich;1966-03-30;"Frankreich; USA; Deutschland; Russland";D
850;115592695;Modick, Klaus;"Übersetzer; Literaturwissenschaftler; Kolumnist; Literaturkritiker; Schriftsteller";1951-05-03;Männlich;;Deutschland;D
851;1202481280;Bastašić, Lana;Schriftsteller;1986;Weiblich;;Kroatien;
852;118549553;Herder, Johann Gottfried von;"Philosoph; Generalsuperintendent; Theologe; Schriftsteller; Übersetzer";1744-08-25;Männlich;1803-12-18;Deutschland;D
853;121242307;Hennig von Lange, Alexa;"Übersetzer; Schriftsteller; Dramatiker";1973;Weiblich;;Deutschland;D
854;119528894;Reichart, Elisabeth;"Historiker; Schriftsteller; Germanist";1953-11-19;Weiblich;;Österreich;Ö
855;11856515X;Konsalik, Heinz G.;"Schriftsteller; Drehbuchautor; Redakteur; Dramaturg";1921-05-29;Männlich;1999-10-02;Deutschland;D
856;118506234;Ball, Hugo;"Lyriker; Schriftsteller; Schauspieler; Dramatiker";1886-02-22;Männlich;1927-09-14;Deutschland;D
857;14184843X;Simm, Hans-Joachim;"Herausgeber; Schriftsteller";1946-12-08;Unbekannt;;Deutschland;D
858;118503111;Angelus, Silesius;"Schriftsteller; Lyriker; Liederdichter; Librettist; Arzt";1624-12-25;Männlich;1677-07-09;Deutschland;D
859;129263486;Popp, Steffen;Schriftsteller;1978;Männlich;;Deutschland;D
860;118750836;Šalamov, Varlam Tichonovič;"Literaturwissenschaftler; Schriftsteller";1907-06-05;Männlich;1982-01-17;Russland;
861;118533940;Flex, Walter;"Schriftsteller; Lehrer; Lyriker; Offizier";1887-07-06;Männlich;1917-10-16;Deutschland;D
862;118507931;Becher, Johannes Robert;"Schriftsteller; Lektor <Verlag>; Lyriker; Politiker; Dramaturg; Librettist";1891-05-22;Männlich;1958-10-11;"Sowjetunion; Deutschland; Österreich; Deutschland (DDR)";D,Ö
863;1031833447;Brück, Christa Anita;Schriftsteller;1899-06-09;Weiblich;1958-02-22;"Deutschland; Polen";D
864;118560395;Kaschnitz, Marie Luise;"Schriftsteller; Librettist; Musiker";1901-01-31;Weiblich;1974-10-10;Deutschland;D
865;118903004;Perec, Georges;"Filmregisseur; Schriftsteller";1936-03-07;Männlich;1982-03-03;Frankreich;
866;118770551;Waechter, Friedrich Karl;"Regisseur; Cartoonist; Schriftsteller; Kinderbuchautor; Drehbuchautor; Zeichner";1937-11-03;Männlich;2005-09-16;"Polen; Deutschland";D
867;143575937;Lehn, Isabelle;"Philologe; Schriftsteller; Dozent";1979;Weiblich;;Deutschland;D
868;118520547;Chrétien, de Troyes;Schriftsteller;1150;Männlich;1190;Frankreich;
869;12975479X;Adichie, Chimamanda Ngozi;"Schriftsteller; Sachbuchautor";1977-09-15;Weiblich;;"Afrika; USA";
870;1016745273;Veremej, Nellja;"Philologe; Schriftsteller; Übersetzer";1963;Weiblich;;"Russland; Deutschland";D
871;119436507;Valencak, Hannelore;"Schriftsteller; Lyriker";1929-01-23;Weiblich;2004-04-09;Österreich;Ö
872;115720634;Breznik, Melitta;"Ärzt; Psychiater; Schriftsteller; Psychotherapeut";1961;Weiblich;;Österreich;Ö
873;118603817;Rückert, Friedrich;"Hochschullehrer; Librettist; Schriftsteller; Orientalist; Philologe";1788-05-16;Männlich;1866-01-31;Deutschland;D
874;118623230;Toller, Ernst;"Sozialist; Politiker; Drehbuchautor; Schriftsteller; Autorenlesung";1893-12-01;Männlich;1939-05-22;"Deutschland; Polen; USA";D
875;141966998;Auslander, Shalom;Schriftsteller;1970;Männlich;;USA;
876;121099245;Despentes, Virginie;"Schriftsteller; Regisseur";1969;Weiblich;;Frankreich;
877;115760318;Prinz, Alois;"Schriftsteller; Journalist";1958;Männlich;;Deutschland;D
878;111201047;Kinsky, Esther;"Übersetzer; Dozent; Slawist; Schriftsteller";1956-09-12;Weiblich;;"Ungarn; Deutschland";D
879;119094207;Jokl, Anna Maria;"Psychoanalytiker; Schriftsteller";1911-01-23;Weiblich;2001-10-21;"Deutschland; Österreich; Großbritannien; Israel";D,Ö
880;118541978;Greiffenberg, Catharina Regina von;Schriftsteller;1633;Weiblich;1694;"Deutschland; Österreich";D,Ö
881;118842269;Maron, Monika;"Schriftsteller; Journalist";1941-06-03;Weiblich;;Deutschland;D
882;118626787;Vian, Boris;"Schriftsteller; Komponist; Sänger; Übersetzer; Musiker; Librettist; Schauspieler";1920-03-10;Männlich;1959-06-23;Frankreich;
883;118571990;Lernet-Holenia, Alexander;"Essayist; Schriftsteller";1897-10-21;Männlich;1976-07-03;Österreich;Ö
884;118604155;Runge, Philipp Otto;"Maler; Schriftsteller; Librettist";1777-07-23;Männlich;1810-12-02;Deutschland;D
885;120651106;Seiler, Lutz;"Lyriker; Schriftsteller";1963-06-08;Männlich;;Deutschland;D
886;104341602;Möller, Gertrud;Schriftsteller;1641;Weiblich;1705;Deutschland;D
887;142735426;Gerlach, Eva;Schriftsteller;1948-04-09;Weiblich;;Niederlande;
888;118795392;Sholem Aleykhem;"Schriftsteller; Humorist";1859-02-18;Männlich;1916-05-13;"USA; Juden";
889;118571508;Lenau, Nikolaus;"Librettist; Schriftsteller";1802-08-13;Männlich;1850-08-22;"Österreich; Ungarn; Deutschland";D,Ö
890;120142961;Ḳasṭel-Blum, Orli;Schriftsteller;1960;Weiblich;;"Juden; Israel";
891;119150026;Berkéwicz, Ulla;"Verleger; Schauspieler; Schriftsteller";1951-11-05;Weiblich;;Deutschland;D
892;118613170;Semprún, Jorge;"Kommunist; Politischer Gefangener; Schriftsteller; Drehbuchautor; Politiker; Partisan";1923-12-10;Männlich;2011-06-07;"Spanien; Frankreich";
893;12405692X;Bánk, Zsuzsa;"Buchhändler; Schriftsteller; Redakteur";1965;Weiblich;;"USA; Deutschland";D
894;118577131;Mann, Heinrich;"Schriftsteller; Dramatiker; Zeichner; Übersetzer";1871-03-27;Männlich;1950-03-11;"Deutschland; Frankreich; Spanien; USA";D
895;118559788;Kant, Hermann;"Schriftsteller; Schauspieler; Sprecher; Drehbuchautor";1926-06-14;Männlich;2016-08-14;Deutschland;D
896;129224146;Bossong, Nora;"Schriftsteller; Lyriker";1982-01-09;Weiblich;;"Deutschland; Italien";D
897;120982447;Kirsch, Rainer;"Lyriker; Drehbuchautor; Liederdichter; Schriftsteller";1934-07-17;Männlich;2015-09-04;Deutschland;D
898;118603736;Rudolf, von Ems;Schriftsteller;1200;Männlich;1254;Deutschland;D
899;115433368;Karahasan, Dževad;"Hochschullehrer; Schriftsteller";1953-01-25;Männlich;2023-05-19;Bosnien-Herzegowina;
900;122161262;Gibson, William;"Drehbuchautor; Schriftsteller";1914-11-13;Männlich;2008-11-25;USA;
901;106300764X;Nolte, Jakob;Schriftsteller;1988;Männlich;;Deutschland;D
902;1193733898;Breuer, Stefan;"Historiker; Schriftsteller";1965;Männlich;;Deutschland;D
903;122777409;Utler, Anja;"Schriftsteller; Lyriker; Slawist";1973-07-24;Weiblich;;"Österreich; Deutschland";D,Ö
904;104359080;Heyking, Elisabeth von;Schriftsteller;1861-12-10;Weiblich;1925-01-04;Deutschland;D
905;11853002X;Ellison, Ralph;Schriftsteller;1913-03-01;Männlich;1994-04-16;USA;
906;120423774;Gerstl, Elfriede;Schriftsteller;1932-06-16;Weiblich;2009-04-09;Österreich;Ö
907;11884248X;Troller, Georg Stefan;"Regisseur; Dokumentarfilmer; Drehbuchautor; Schriftsteller";1921-12-10;Männlich;;"Frankreich; Österreich; USA";Ö
908;119063336;Kolleritsch, Alfred;"Schriftsteller; Literaturwissenschaftler";1931-02-16;Männlich;2020-05-29;Österreich;Ö
909;118783130;Memmi, Albert;"Soziologe; Schriftsteller; Journalist";1920-12-15;Männlich;2020-05-22;"Tunesien; Frankreich";
910;118694162;Füssli, Johann Heinrich;"Historiker; Politiker; Schriftsteller; Verleger";1745-12-03;Männlich;1832-12-26;Europa;S
911;118802518;Tommaseo, Niccolò;"Librettist; Schriftsteller";1802;Männlich;1874;Italien;
912;118548417;Heinrich, von Mügeln;"Schriftsteller; Übersetzer";1319;Männlich;1380;Deutschland;D
913;133409481;Bilkau, Kristine;"Schriftsteller; Journalist";1974;Weiblich;;Deutschland;D
914;124075746;Franzen, Jonathan;"Übersetzer; Schriftsteller";1959;Männlich;;USA;
915;133130843;Reitzer, Angelika;"Germanist; Schriftsteller";1971-10-27;Weiblich;;Österreich;Ö
916;123394937;Pazarkaya, Yüksel;"Redakteur; Schriftsteller; Übersetzer";1940;Männlich;;"Deutschland; Türkei";D
917;118573217;Lindgren, Astrid;"Kinderbuchautor; Schriftsteller; Drehbuchautor; Jugendbuchautor";1907-11-14;Weiblich;2002-01-28;Schweden;
918;116108347;Beer, Otto F.;"Schriftsteller; Journalist; Theaterkritiker";1910-09-08;Männlich;2002-04-22;Österreich;Ö
919;118515624;Brod, Max;"Librettist; Schriftsteller; Beamter; Dramaturg; Musiker; Übersetzer; Komponist; Jurist; Journalist";1884-05-27;Männlich;1968-12-20;"Deutschland; Israel; Tschechische Republik";D
920;118614444;Simmel, Johannes Mario;"Schriftsteller; Drehbuchautor";1924-04-07;Männlich;2009-01-01;"Europa; Österreich";Ö,S
921;115802576;Politycki, Matthias;"Schriftsteller; Literaturwissenschaftler";1955-05-20;Männlich;;Deutschland;D
922;120737248;Steegers, Robert;"Schriftsteller; Germanist";1968;Männlich;;Deutschland;D
923;132853965;Wolf, Jürgen;"Fotograf; Schriftsteller; Liedermacher; Lyriker";1950;Männlich;;Deutschland;D
924;118804855;Savinkov, Boris V.;"Schriftsteller; Politiker";1879;Männlich;1925;"Russland; Ukraine";
925;1042403120;Klar, Elisabeth;"Literaturwissenschaftler; Schriftsteller";1986;Weiblich;;Österreich;Ö
926;115833692;Seligmann, Rafael;"Publizist; Drehbuchautor; Schriftsteller";1947;Männlich;;Deutschland;D
927;11860564X;Sartre, Jean-Paul;"Philosoph; Drehbuchautor; Nobelpreisträger; Literaturkritiker; Dramatiker; Schriftsteller";1905-06-21;Männlich;1980-04-15;Frankreich;
928;118534556;Fouqué, Friedrich de La Motte-;"Librettist; Dramatiker; Übersetzer; Schriftsteller";1777-02-12;Männlich;1843-01-23;Deutschland;D
929;121527212;Drawert, Kurt;"Dramatiker; Schriftsteller";1956-03-15;Männlich;;Deutschland;D
930;120467356;Stuckrad-Barre, Benjamin von;"Drehbuchautor; Journalist; Musiker; Schriftsteller; Moderator";1975-01-27;Männlich;;Deutschland;D
931;119003120;Equiano, Olaudah;"Sklave; Schriftsteller";1745;Männlich;1797;Afrika;
932;115851755;Conrady, Karl Otto;"Hochschullehrer; Literaturwissenschaftler; Schriftsteller";1926-02-21;Männlich;2020-07-01;Deutschland;D
933;12075889X;Dwars, Jens-Fietje;"Schriftsteller; Philosoph; Schauwerbegestalter; Germanist";1960;Männlich;;Deutschland;D
934;118512315;Bodmer, Johann Jakob;"Schriftsteller; Philologe; Historiker; Literaturkritiker; Ratsherr; Übersetzer";1698-07-19;Männlich;1783-01-02;Europa;S
935;11858314X;Möser, Justus;"Politiker; Publizist; Schriftsteller; Jurist; Historiker";1720-12-14;Männlich;1794-01-08;Deutschland;D
936;119252880;Pratchett, Terry;"Journalist; Schriftsteller";1948-04-28;Männlich;2015-03-12;Großbritannien;
937;118516906;Büchner, Georg;"Dramatiker; Übersetzer; Schriftsteller";1813-10-17;Männlich;1837-02-19;"Europa; Deutschland; Frankreich";D,S
938;118519352;Carus, Carl Gustav;"Schriftsteller; Arzt; Philosoph; Naturwissenschaftler; Maler; Psychologe";1789-01-03;Männlich;1869-07-28;Deutschland;D
939;118514210;Bräker, Ulrich;Schriftsteller;1735-12-22;Männlich;1798-09-11;Europa;S
940;118503006;Andrian-Werburg, Leopold von;"Schriftsteller; Theaterintendant; Diplomat";1875-05-09;Männlich;1951-11-19;Österreich;Ö
941;119481960;Schlögl, Friedrich;"Journalist; Schriftsteller";1821-12-07;Männlich;1892-10-07;"Österreich; Deutschland";D,Ö
942;121846067;Illies, Florian;"Geschäftsführer; Redakteur; Schriftsteller";1971;Männlich;;Deutschland;D
943;124351794;Sansal, Boualem;Schriftsteller;1949;Männlich;;Algerien;
944;118937251;Schlesinger, Klaus;"Schriftsteller; Drehbuchautor";1937-01-09;Männlich;2001-05-11;Deutschland;D
945;123111188;Orths, Markus;"Gymnasiallehrer; Schriftsteller";1969-06-21;Männlich;;Deutschland;D
946;118764764;Serner, Walter;"Jurist; Schriftsteller";1889-01-15;Männlich;1942-08-23;"Tschechoslowakei; Europa; Österreich; Deutschland";D,Ö,S
947;1120131391;Baldwin, James;"Herausgeber; Schriftsteller";1841-12-15;Männlich;1925-08-30;USA;
948;118883712;Huber, Therese;"Redakteur; Schriftsteller";1764-05-07;Weiblich;1829-06-15;"Europa; Deutschland; Polen";D,S
949;118591045;Oyono, Ferdinand;Schriftsteller;1929;Männlich;2010;Kamerun;
950;14197169X;Mayer, Anna-Elisabeth;Schriftsteller;1977;Weiblich;;Österreich;Ö
951;1188354973;Krusche, Lisa;"Journalist; Schriftsteller";1990;Weiblich;;Deutschland;D
952;1015386512;Ranga, Dana;"Filmeditor; Schriftsteller; Drehbuchautor; Filmproduzent; Filmregisseur";1964;Weiblich;;"Rumänien; Deutschland";D
953;130375047;Präauer, Teresa;"Schriftsteller; Künstler";1979;Weiblich;;Österreich;Ö
954;118571095;Lehmann, Wilhelm;"Schriftsteller; Lehrer";1882-05-04;Männlich;1968-11-17;"Deutschland; Venezuela";D
955;115605169;Hochgatterer, Paulus;"Schriftsteller; Kinder- und Jugendpsychiater";1961;Männlich;;Österreich;Ö
956;118529528;Eilhart, von Oberg;Schriftsteller;;Männlich;;Deutschland;D
