;Bevorzugter Name;Ländercode;Beruf oder Beschäftigung;GND-Nummer;Geburtsdatum;Geschlecht;Austrian;German;Swiss;Land
213;Ever, Isaac H.;USA;"Rabbiner; Autor";1077874014;1913;Männlich;0.0;0.0;0.0;
214;Winkler, Andrea;Österreich;Schriftsteller;111677041;1972;Weiblich;1.0;0.0;0.0;Ö
215;Leppin, Paul;"Tschechische Republik;Deutschland;Österreich";"Schriftsteller; Dramatiker; Essayist; Lyriker; Schriftsteller";118571893;1876-11-27;Männlich;1.0;1.0;0.0;D,Ö
216;Borek, Johanna;Deutschland;"Literaturwissenschaftler; Übersetzer";132758938;1951;Weiblich;0.0;1.0;0.0;D
217;Bachmann, Ingeborg;"Italien;Österreich";"Schriftsteller; Librettist; Musiker";118505602;1926-06-25;Weiblich;1.0;0.0;0.0;Ö
218;Möbius, Hanno;Deutschland;"Literaturwissenschaftler; Kulturwissenschaftler; Medienwissenschaftler";132551845;1941;Männlich;0.0;1.0;0.0;D
219;Knausgård, Karl Ove;"Schweden;Norwegen";Schriftsteller;133516512;1968-12-06;Männlich;0.0;0.0;0.0;
220;Riedel, Friedrich Just.;Deutschland;"Schriftsteller; Jurist; Satiriker; Philosoph; Schriftsteller";118788795;1742-07-10;Männlich;0.0;1.0;0.0;D
221;Kalbermatten, Manuela;Europa;Germanist;1104945630;1980;Weiblich;0.0;0.0;1.0;S
222;Diderot, Denis;Frankreich;"Schriftsteller; Philosoph; Lyriker";118525263;1713-10-05;Männlich;0.0;0.0;0.0;
223;Atfah, Lina;"Deutschland;Syrien";"Lyriker; Schriftsteller";1142181979;1989;Weiblich;0.0;1.0;0.0;D
224;Weiskern, Friedrich Wilhelm;"Österreich;Deutschland";"Schauspieler; Librettist; Topograf; Regisseur; Schauspieler; Schriftsteller";121336794;1711-05-29;Männlich;1.0;1.0;0.0;D,Ö
225;Vogel, Mikael;Deutschland;"Schriftsteller; Lyriker; Übersetzer";1014211085;1975;Männlich;0.0;1.0;0.0;D
226;Weisstein, Ulrich;USA;Literaturwissenschaftler;119192063;1925;Männlich;0.0;0.0;0.0;
227;Ponge, Francis;Frankreich;Schriftsteller;118595660;1899-03-27;Männlich;0.0;0.0;0.0;
228;Rosmer, Ernst;"Deutschland;Österreich";"Schriftsteller; Dramatiker; Librettist";118809407;1866;Weiblich;1.0;1.0;0.0;D,Ö
229;Kerschbaumer, Marie-Thérèse;Österreich;"Schriftsteller; Übersetzer";118747010;1936;Weiblich;1.0;0.0;0.0;Ö
230;Varnhagen, Rahel;Deutschland;"Schriftsteller; Schriftsteller";118626175;1771-05-26;Weiblich;0.0;1.0;0.0;D
231;Nadler, Josef;"Österreich;Deutschland";"Germanist; Literarhistoriker";118737805;1884-05-23;Männlich;1.0;1.0;0.0;D,Ö
232;Navratil, Michael;Deutschland;"Literaturwissenschaftler; Germanist";1140022474;1988;Männlich;0.0;1.0;0.0;D
233;Rahel;Deutschland;Schriftsteller;1081941189;1771;Weiblich;0.0;1.0;0.0;D
234;Wittstock, Uwe;Deutschland;"Lektor <Verlag>; Literaturkritiker";123320690;1955;Männlich;0.0;1.0;0.0;D
237;Stuchtey, Benedikt;Deutschland;"Historiker; Hochschullehrer";140918051;1965;Männlich;0.0;1.0;0.0;D
238;Küster, Hansjörg;Deutschland;"Botaniker; Biologe; Hochschullehrer";115849130;1956-11-21;Männlich;0.0;1.0;0.0;D
239;Reichert, Klaus;Deutschland;"Philologe; Anglist; Hochschullehrer; Literaturwissenschaftler; Schriftsteller; Übersetzer; Lektor <Verlag>";116399309;1938-05-22;Männlich;0.0;1.0;0.0;D
241;Kayser, Wolfgang;Deutschland;"Germanist; Literaturwissenschaftler";118721399;1906;Männlich;0.0;1.0;0.0;D
242;Maria Theresia;Land unbekannt;Musiker;134638212;;Unbekannt;0.0;0.0;0.0;
243;Hayles, Nancy Katherine;USA;"Literaturkritiker; Hochschullehrer";131542613;1943;Weiblich;0.0;0.0;0.0;
244;Ziegengeist, Gerhard;Deutschland;"Literaturwissenschaftler; Slawist; Philologe";1209027739;;Männlich;0.0;1.0;0.0;D
246;Schneider, Romy;"Deutschland;Frankreich;Österreich";"Schauspieler; Filmschauspieler; Schauspieler; Musiker; Schauspieler";118609653;1938-09-23;Weiblich;1.0;1.0;0.0;D,Ö
247;Debussy, Claude;Frankreich;"Komponist; Pianist; Komponist";118524186;1862-08-22;Männlich;0.0;0.0;0.0;
248;Grimm, Wilhelm;Deutschland;"Philologe; Germanist; Schriftsteller; Jurist; Bibliothekar; Literaturwissenschaftler";118542265;1786-02-24;Männlich;0.0;1.0;0.0;D
249;Weiß, Johannes;Österreich;"Historiker; Kunsthistoriker; Kommunikationswissenschaftler";1254242627;1984;Männlich;1.0;0.0;0.0;Ö
250;Arp, Hans;"USA;Frankreich;Deutschland;Europa";"Künstler; Maler; Bildhauer; Grafiker; Lyriker; Librettist";118504398;1887-09-16;Männlich;0.0;1.0;1.0;D,S
251;Federmann, Reinhard;Österreich;"Übersetzer; Schriftsteller";105538949;1923-02-12;Männlich;1.0;0.0;0.0;Ö
252;Wagner, Jan;Deutschland;"Lyriker; Schriftsteller; Essayist; Übersetzer";122751493;1971;Männlich;0.0;1.0;0.0;D
253;Goll, Claire;"USA;Deutschland;Europa;Frankreich";"Übersetzer; Schriftsteller; Journalist";118540556;1891-10-29;Weiblich;0.0;1.0;1.0;D,S
254;Abbt, Thomas;Deutschland;"Philosoph; Schriftsteller; Mathematiker; Historiker; Hochschullehrer; Regierungsrat; Schriftsteller";118500074;1738-11-25;Männlich;0.0;1.0;0.0;D
255;Leiris, Michel;Frankreich;"Schriftsteller; Ethnologe; Kunstsammler";118571346;1901-04-20;Männlich;0.0;0.0;0.0;
256;Riedel, Volker;Deutschland;Klassischer Philologe;139470050;1943;Männlich;0.0;1.0;0.0;D
257;Adorno, Theodor W.;"USA;Deutschland;Österreich;Europa";"Philosoph; Komponist; Soziologe; Schriftsteller; Musikwissenschaftler; Hochschullehrer; Komponist";118500775;1903-09-11;Männlich;1.0;1.0;1.0;D,Ö,S
259;Flacius, Matthias;"Deutschland;Kroatien";"Theologe; Evangelischer Theologe; Kirchenhistoriker; Pfarrer; Superintendent; Hochschullehrer; Germanist; Hebraist; Publizist";118533649;1520-03-03;Männlich;0.0;1.0;0.0;D
260;Woolf, Virginia;Großbritannien;Schriftsteller;118635174;1882-01-25;Weiblich;0.0;0.0;0.0;
261;Thomae, Jackie;Deutschland;"Journalist; Autor; Übersetzer";143777432;1972;Unbekannt;0.0;1.0;0.0;D
262;Janosch;"Deutschland;Polen;Spanien";"Künstler; Illustrator; Kinderbuchautor; Schriftsteller; Librettist";118556940;1931-03-11;Männlich;0.0;1.0;0.0;D
263;Metz-Becker, Marita;Deutschland;"Pädagog; Kulturwissenschaftler; Volkskundler; Kulturanthropolog";11134400X;1953;Weiblich;0.0;1.0;0.0;D
265;Heinrich, von Morungen;Deutschland;Schriftsteller;118709836;1155;Unbekannt;0.0;1.0;0.0;D
266;Valencak, Hannelore;Österreich;"Schriftsteller; Lyriker";119436507;1929-01-23;Weiblich;1.0;0.0;0.0;Ö
267;Jakobs, Karl-Heinz;Deutschland;"Schriftsteller; Drehbuchautor; Sprecher";118556789;1929-04-20;Männlich;0.0;1.0;0.0;D
268;Menke, André;Deutschland;"Psychologe; Germanist";13739750X;;Männlich;0.0;1.0;0.0;D
269;Hörisch, Jochen;Deutschland;"Germanist; Literaturwissenschaftler; Medienwissenschaftler; Hochschullehrer";118131931;1951;Männlich;0.0;1.0;0.0;D
270;Cook, James;Großbritannien;"Forschungsreisender; Kartograf; Seefahrer; Entdecker";118522027;1728-10-28;Männlich;0.0;0.0;0.0;
271;Krah, Hans;Deutschland;"Literaturwissenschaftler; Medienwissenschaftler";115708030;1961;Männlich;0.0;1.0;0.0;D
272;Koch, Hans-Gerd;Deutschland;"Literaturwissenschaftler; Hochschullehrer";128989971;1954;Männlich;0.0;1.0;0.0;D
273;Blum, Donat;"Europa;Deutschland";Journalist;1163614041;1986;Männlich;0.0;1.0;1.0;D,S
274;Armstrong, Paul B.;USA;"Literaturwissenschaftler; Hochschullehrer; Autor";171953746;1949;Unbekannt;0.0;0.0;0.0;
275;Schubart, Christian Friedrich Daniel;Deutschland;"Komponist; Theaterdirektor; Journalist; Schriftsteller; Organist; Musikdirektor; Selbstverleger; Schriftsteller; Musiker; Kirchenmusiker; Organist; Lehrer; Publizist; Musikschriftsteller";118610953;1739-04-13;Männlich;0.0;1.0;0.0;D
276;Hradil, Stefan;Deutschland;"Soziologe; Politologe; Hochschullehrer";115888098;1946;Männlich;0.0;1.0;0.0;D
277;Ritter, Alexander;Deutschland;"Literaturwissenschaftler; Germanist";128722290;1939;Männlich;0.0;1.0;0.0;D
278;Schlegel, Friedrich von;"Deutschland;Frankreich;Österreich";"Schriftsteller; Philosoph; Philologe; Kritiker; Literarhistoriker; Schriftsteller";118607987;1772-02-10;Männlich;1.0;1.0;0.0;D,Ö
279;Kleeberg, Michael;Deutschland;"Schriftsteller; Übersetzer";115641068;1959-08-24;Männlich;0.0;1.0;0.0;D
280;Figueiredo, Isabela;"Moçambique;Portugal";Schriftsteller;1013903897;1963;Weiblich;0.0;0.0;0.0;
281;Çakır, Seher;"Österreich;Türkei";"Schriftsteller; Lyriker";129664553;1971;Weiblich;1.0;0.0;0.0;Ö
282;Schalek, Alice;"Österreich;USA";"Journalist; Fotograf; Kriegsberichterstatter; Schriftsteller";120729466;1874-08-21;Weiblich;1.0;0.0;0.0;Ö
283;Ortega y Gasset, José;Spanien;"Philosoph; Kulturphilosoph; Publizist; Soziologe";118590308;1883-05-09;Männlich;0.0;0.0;0.0;
284;Berding, Helmut;Deutschland;"Historiker; Hochschullehrer";11928653X;1930-09-21;Männlich;0.0;1.0;0.0;D
285;Fleming, Ian;Großbritannien;Schriftsteller;118691724;1908-05-28;Männlich;0.0;0.0;0.0;
286;Loen, Johann Michael von;Deutschland;"Politiker; Gelehrter; Schriftsteller";117154202;1694-12-11;Männlich;0.0;1.0;0.0;D
287;Vöhler, Martin;Deutschland;"Literaturwissenschaftler; Germanist";118170422;1959;Männlich;0.0;1.0;0.0;D
288;Glaser, Peter;"Deutschland;Österreich";"Schriftsteller; Essayist; Journalist";124935672;1957-06-30;Männlich;1.0;1.0;0.0;D,Ö
289;Stockhammer, Robert;Deutschland;Literaturwissenschaftler;129815837;1960;Männlich;0.0;1.0;0.0;D
290;Macron, Emmanuel;Frankreich;"Politiker; Politologe; Philosoph";1089164025;1977;Männlich;0.0;0.0;0.0;
291;Valentin, Jean-Marie;Frankreich;"Germanist; Historiker; Dozent";122364279;1938;Männlich;0.0;0.0;0.0;
292;Robert, Michel;Belgien;"Schriftsteller; Journalist";1023957671;1965;Männlich;0.0;0.0;0.0;
293;Saussure, Ferdinand de;"Frankreich;Europa";"Linguist; Indogermanist";118605879;1857-11-22;Männlich;0.0;0.0;1.0;S
294;Schwitters, Kurt;"Großbritannien;Norwegen;Deutschland";"Schriftsteller; Maler; Grafiker; Musiker; Komponist; Schriftsteller";118612301;1887-06-20;Männlich;0.0;1.0;0.0;D
295;Buddha;"Indien;Nepal";Religionsstifter;118664417;-0563;Männlich;0.0;0.0;0.0;
297;Stöckmann, Ingo;Deutschland;Literaturwissenschaftler;122907892;;Männlich;0.0;1.0;0.0;D
298;Pailer, Gaby;"Deutschland;Kanada";"Germanist; Literaturwissenschaftler";139804439;1961;Weiblich;0.0;1.0;0.0;D
299;Strohschneider, Peter;Deutschland;"Germanist; Hochschullehrer";138499705;1955;Männlich;0.0;1.0;0.0;D
300;Willemsen, Roger;"Deutschland;Großbritannien";"Moderator; Literaturwissenschaftler; Filmproduzent; Regisseur; Sprecher; Schriftsteller; Schauspieler; Librettist; Hochschullehrer";120236974;1955-08-15;Männlich;0.0;1.0;0.0;D
301;Maar, Paul;Deutschland;"Kinderbuchautor; Illustrator; Übersetzer; Schriftsteller; Drehbuchautor; Librettist; Schriftsteller";119208466;1937-12-13;Männlich;0.0;1.0;0.0;D
302;Weidenholzer, Anna;Österreich;"Journalist; Schriftsteller";143302795;1984;Weiblich;1.0;0.0;0.0;Ö
303;Dwars, Jens-Fietje;Deutschland;"Schriftsteller; Philosoph; Schauwerbegestalter; Germanist";12075889X;1960;Männlich;0.0;1.0;0.0;D
304;Plate, Uta;Deutschland;"Regisseur; Theaterwissenschaftler";173150594;1968;Weiblich;0.0;1.0;0.0;D
305;Poznanski, Ursula;Österreich;"Schriftsteller; Journalist";124804489;1968-10-30;Weiblich;1.0;0.0;0.0;Ö
306;Kandinsky, Wassily;"Frankreich;Deutschland;Russland";"Künstler; Grafiker; Maler; Schriftsteller; Künstler; Bühnenbildner";118559737;1866-12-05;Männlich;0.0;1.0;0.0;D
307;Käutner, Helmut;Deutschland;"Schauspieler; Regisseur; Filmregisseur; Drehbuchautor; Regisseur; Schauspieler; Schriftsteller";118559222;1908-03-25;Männlich;0.0;1.0;0.0;D
308;Mercator, Gerhard;Niederlande;"Geograf; Kartograf; Kupferstecher";136479901;1565;Männlich;0.0;0.0;0.0;
309;Addonia, Sulaiman S. M. Y.;"Eritrea;Großbritannien";Schriftsteller;137377754;;Unbekannt;0.0;0.0;0.0;
310;Kesten, Hermann;"Deutschland;Niederlande;Polen;USA";"Schriftsteller; Lektor <Verlag>; Publizist; Herausgeber; Übersetzer; Schriftsteller";118561715;1900-01-28;Männlich;0.0;1.0;0.0;D
311;D'Aprile, Iwan-Michelangelo;Deutschland;"Historiker; Literaturwissenschaftler; Dozent";123575443;1968;Männlich;0.0;1.0;0.0;D
313;Nolde, Heiderose E.;;Schriftsteller;115366490;1945;Unbekannt;;;;
314;Jung, C. G.;Europa;"Psychoanalytiker; Psychiater; Psychologe; Maler; Hochschullehrer";118558749;1875-07-26;Männlich;0.0;0.0;1.0;S
315;Riefenstahl, Leni;Deutschland;"Regisseur; Regisseur; Schauspieler; Schauspieler; Fotograf; Tänzer; Drehbuchautor; Weibliche Filmschaffende; Filmproduzent; Tänzer; Filmregisseur";118600761;1902-08-22;Weiblich;0.0;1.0;0.0;D
316;Reinmar, der Alte;Deutschland;"Minnesänger; Schriftsteller";11859950X;1160;Unbekannt;0.0;1.0;0.0;D
317;Sowinski, Bernhard;Deutschland;Philologe;115490256;1931-03-30;Männlich;0.0;1.0;0.0;D
318;Godwin, Francis;Großbritannien;Bischof;118540025;1562;Männlich;0.0;0.0;0.0;
319;Fick, Monika;Deutschland;"Germanist; Hochschullehrer";122484371;1958;Weiblich;0.0;1.0;0.0;D
320;Dehmel, Richard;"Österreich;Deutschland";"Schriftsteller; Lyriker; Dramatiker; Komponist; Lyriker";118679236;1863-11-18;Männlich;1.0;1.0;0.0;D,Ö
321;Morrison, Toni;USA;"Schriftsteller; Nobelpreisträger; Hochschullehrer; Jugendbuchautor; Anglistik";118911627;1931-02-18;Weiblich;0.0;0.0;0.0;
322;Burkart, Lucas;Europa;Historiker;138967210;1967;Männlich;0.0;0.0;1.0;S
323;Ringler-Kellner, Ilse;"Österreich;Deutschland";Schriftsteller;116550848;1894-09-09;Weiblich;1.0;1.0;0.0;D,Ö
324;Özdamar, Emine Sevgi;"Türkei;Deutschland";"Schriftsteller; Schauspieler; Regisseur; Schriftsteller; Schauspieler; Regisseur";119406586;1946-08-10;Weiblich;0.0;1.0;0.0;D
325;Riedel, Wolfgang;Deutschland;"Literaturwissenschaftler; Hochschullehrer; Philologe; Germanist; Historiker; Philosoph";129566748;1952;Männlich;0.0;1.0;0.0;D
326;Hirdina, Karin;"Deutschland (DDR);Deutschland";"Kulturwissenschaftler; Philosoph";120231352;1941-09-03;Weiblich;0.0;1.0;0.0;D
327;Herder, Johann Gottfried von;Deutschland;"Philosoph; Theologe; Schriftsteller; Generalsuperintendent; Schulleiter; Übersetzer; Lyriker";118549553;1744-08-25;Männlich;0.0;1.0;0.0;D
328;Hamel, Hanna;Deutschland;Literaturwissenschaftler;1230558748;;Weiblich;0.0;1.0;0.0;D
329;Pongs, Hermann;Deutschland;"Schriftsteller; Philologe; Literaturwissenschaftler; Germanist";119138433;1889-03-23;Männlich;0.0;1.0;0.0;D
330;Bastert, Bernd;Deutschland;"Germanist; Mediävist; Literaturwissenschaftler; Historiker; Hochschullehrer";113287925;1958;Männlich;0.0;1.0;0.0;D
331;Schildmann, Mareike;Deutschland;Germanist;1174903031;;Weiblich;0.0;1.0;0.0;D
332;Ingen, Ferdinand van;Niederlande;"Literarhistoriker; Germanist; Literaturwissenschaftler";119323907;1933-08-12;Männlich;0.0;0.0;0.0;
333;Schildt, Axel;Deutschland;"Historiker; Hochschullehrer";118014404;1951-05-05;Männlich;0.0;1.0;0.0;D
334;Kerner, Justinus;Deutschland;"Arzt; Schriftsteller; Librettist; Arzt; Schriftsteller";118561545;1786-09-18;Männlich;0.0;1.0;0.0;D
335;Esselborn, Karl;Deutschland;Germanist;14114193X;1938;Männlich;0.0;1.0;0.0;D
336;Geipel, Ines;Deutschland;"Germanist; Autor; Sportler; Hochschullehrer";120882434;1960-07-07;Weiblich;0.0;1.0;0.0;D
337;Menninghaus, Winfried;Deutschland;Hochschullehrer;123892643;1952-12-12;Männlich;0.0;1.0;0.0;D
338;Gansel, Carsten;Deutschland;"Germanist; Hochschullehrer; Herausgeber";120510189;1955-11-21;Männlich;0.0;1.0;0.0;D
339;Basile, Giambattista;Italien;Schriftsteller;118657461;1575;Männlich;0.0;0.0;0.0;
340;Franz, Arthur;Deutschland;"Philologe; Romanist";118692909;1881-08-26;Männlich;0.0;1.0;0.0;D
341;Lorenz, Dagmar;Deutschland;"Journalist; Autor";133913619;1957;Weiblich;0.0;1.0;0.0;D
342;Schmal, Wolfgang Benedikt;Deutschland;"Wirtschaftswissenschaftler; Wissenschaftlicher Mitarbeiter";125018097X;;Unbekannt;0.0;1.0;0.0;D
343;Schreiner, Margit;Österreich;Schriftsteller;115769919;1953-12-22;Weiblich;1.0;0.0;0.0;Ö
344;Hinterberger, Ernst;Österreich;"Elektriker; Schriftsteller";11560524X;1931-10-17;Männlich;1.0;0.0;0.0;Ö
345;Flaubert, Gustave;Frankreich;"Schriftsteller; Schriftsteller; Dramaturg";118533754;1821-12-12;Männlich;0.0;0.0;0.0;
346;Kügelgen, Bernt von;"Russland;Deutschland";Journalist;118724991;1914-07-31;Unbekannt;0.0;1.0;0.0;D
347;Rodin, Auguste;Frankreich;"Künstler; Maler; Bildhauer";118601717;1840-11-12;Männlich;0.0;0.0;0.0;
348;Kaschnitz, Marie Luise;Deutschland;"Schriftsteller; Musiker; Librettist";118560395;1901-01-31;Weiblich;0.0;1.0;0.0;D
349;Wolfram, von Eschenbach;Deutschland;"Schriftsteller; Komponist";118634933;1170;Männlich;0.0;1.0;0.0;D
351;Ball-Hennings, Emmy;"Deutschland;Italien;Europa";"Schriftsteller; Kabarettist; Schauspieler; Chansonnière; Schriftsteller; Schauspieler; Kabarettist";118665855;1885-01-17;Weiblich;0.0;1.0;1.0;D,S
352;Zahl, Peter-Paul;"Jamaika;Deutschland";Schriftsteller;118636073;1944-03-14;Männlich;0.0;1.0;0.0;D
353;Graf, Oskar Maria;"USA;Tschechische Republik;Österreich;Deutschland";Schriftsteller;118541358;1894-07-22;Männlich;1.0;1.0;0.0;D,Ö
354;Platen, August, Graf von;Deutschland;"Schriftsteller; Librettist";118594869;1796-10-24;Männlich;0.0;1.0;0.0;D
355;Matussek, Peter;Land unbekannt;Literaturwissenschaftler;120152940;1955;Männlich;0.0;0.0;0.0;
356;Decker, Gunnar;Deutschland;"Publizist; Redakteur; Philosoph; Theaterkritiker; Filmkritiker; Biograf";115462686;1965;Männlich;0.0;1.0;0.0;D
357;Innerhofer, Franz;Österreich;Schriftsteller;118710761;1944;Männlich;1.0;0.0;0.0;Ö
358;Spitzer, Leo;Österreich;Romanist;118752138;1887-02-07;Männlich;1.0;0.0;0.0;Ö
359;Adams, Henry;USA;"Historiker; Schriftsteller; Hochschullehrer";118646931;1838-02-16;Männlich;0.0;0.0;0.0;
360;Neumann-Rieser, Doris;Österreich;"Germanist; Weibliche Lehrbeauftragte";1140145266;1983-05-11;Weiblich;1.0;0.0;0.0;Ö
361;Wieland, Christoph Martin;Deutschland;"Schriftsteller; Pädagoge; Übersetzer; Dramatiker; Hochschullehrer; Lyriker";118632477;1733-09-05;Männlich;0.0;1.0;0.0;D
363;Buch, Hans Christoph;Deutschland;"Schriftsteller; Essayist; Erzähler; Reporter; Drehbuchautor";118814419;1944-04-13;Männlich;0.0;1.0;0.0;D
364;Unruh, Fritz von;"USA;Frankreich;Deutschland;Italien";"Schriftsteller; Dramatiker; Lyriker; Redner; Maler; Offizier; Pazifist; Drehbuchautor; Dramatiker";118625527;1885-05-10;Männlich;0.0;1.0;0.0;D
365;Chwin, Stefan;Polen;"Schriftsteller; Literaturwissenschaftler; Literarhistoriker; Literaturkritiker";115487425;1949-04-11;Männlich;0.0;0.0;0.0;
366;Wiggins, Marianne;USA;Schriftsteller;115806407;1947;Weiblich;0.0;0.0;0.0;
367;Frisch, Max;"Italien;Europa;Deutschland";"Schriftsteller; Journalist; Architekt; Sprecher; Drehbuchautor; Dramatiker";118536109;1911-05-15;Männlich;0.0;1.0;1.0;D,S
368;Pfotenhauer, Helmut;Deutschland;Germanist;108383709;1946;Männlich;0.0;1.0;0.0;D
370;Richter, Gerhard;Deutschland;"Künstler; Maler; Grafiker; Illustrator; Bildhauer; Fotograf; Hochschullehrer";118600419;1932-02-09;Männlich;0.0;1.0;0.0;D
371;Charcot, Jean Martin;Frankreich;"Arzt; Neurologe; Pathologe";118976001;1825-11-29;Männlich;0.0;0.0;0.0;
372;Mai, Ekkehard;Deutschland;"Museumsdirektor; Kunsthistoriker";108127389;1946-01-26;Männlich;0.0;1.0;0.0;D
373;Kurzke, Hermann;Deutschland;"Philologe; Germanist; Hochschullehrer";118036378;1943-02-15;Männlich;0.0;1.0;0.0;D
374;Schivelbusch, Wolfgang;Deutschland;"Historiker; Publizist";122266579;1941-11-26;Männlich;0.0;1.0;0.0;D
375;Marx, Friedhelm;Deutschland;Literaturwissenschaftler;132869047;1963;Männlich;0.0;1.0;0.0;D
376;Hoffmann, Torsten;Deutschland;"Literaturwissenschaftler; Hochschullehrer";132300710;1973;Männlich;0.0;1.0;0.0;D
377;Nossack, Hans Erich;Deutschland;"Schriftsteller; Dramatiker; Schriftsteller";11858877X;1901-01-30;Männlich;0.0;1.0;0.0;D
378;Herwegh, Georg;"Deutschland;Europa;Frankreich";"Schriftsteller; Lyriker; Übersetzer; Politiker; Revolutionär; Schriftsteller";118550128;1817-05-31;Männlich;0.0;1.0;1.0;D,S
379;Bleicher, Thomas;Deutschland;"Literaturwissenschaftler; Übersetzer";1049428994;1942;Männlich;0.0;1.0;0.0;D
380;Finsterwalder, Frauke;Deutschland;"Filmregisseur; Drehbuchautor; Regisseur; Filmeditor; Toningenieur";142124214;1975;Weiblich;0.0;1.0;0.0;D
381;Anderson, Linda;;Literaturwissenschaftler;135867509;1949-05-24;Weiblich;;;;
382;Taha, Karosh;"Irak;Deutschland";Schriftsteller;1154885844;1987;Weiblich;0.0;1.0;0.0;D
383;Weiss, Peter;"Großbritannien;Tschechoslowakei;Schweden;Deutschland";"Schriftsteller; Musiker; Filmarchitekt; Dramatiker; Dramatiker; Maler; Grafiker; Continuity <Filmschaffender>; Librettist; Regisseur; Drehbuchautor; Filmproduzent";118630539;1916-11-08;Männlich;0.0;1.0;0.0;D
384;Runge, Philipp Otto;Deutschland;"Maler; Schriftsteller; Librettist";118604155;1777-07-23;Männlich;0.0;1.0;0.0;D
385;Schauwecker, Franz;Deutschland;Schriftsteller;119484536;1890-03-26;Männlich;0.0;1.0;0.0;D
386;Ende, Michael;"Italien;Deutschland";"Schriftsteller; Sprechstimme; Lyriker; Drehbuchautor; Schauspieler; Liedermacher; Musiker; Librettist; Regisseur; Schriftsteller";118530259;1929-11-12;Männlich;0.0;1.0;0.0;D
387;Meier, Albert;Deutschland;"Germanist; Literaturwissenschaftler; Hochschullehrer; Philologe; Übersetzer";122112644;1952;Männlich;0.0;1.0;0.0;D
388;Kringsteiner, Ferdinand;Österreich;Theaterdichter;120233371;1775;Männlich;1.0;0.0;0.0;Ö
389;Scheuer, Helmut;Deutschland;"Germanist; Philologe";123960851;1942;Männlich;0.0;1.0;0.0;D
390;Robertson, Ritchie;Großbritannien;"Germanist; Literaturwissenschaftler; Hochschullehrer; Schriftsteller";121531287;1952;Männlich;0.0;0.0;0.0;
391;Kempe, Martin von;Deutschland;"Philologe; Schriftsteller";119511231;1642-06-05;Männlich;0.0;1.0;0.0;D
392;Dawidowski, Christian;Deutschland;"Literaturwissenschaftler; Hochschullehrer";121550877;1971;Männlich;0.0;1.0;0.0;D
393;Dörr, Volker C.;Deutschland;"Germanist; Literaturwissenschaftler";113835396;1966;Unbekannt;0.0;1.0;0.0;D
394;Stierstorfer, Klaus;Deutschland;Anglist;128443545;1961;Männlich;0.0;1.0;0.0;D
395;Holz, Hans Heinz;"Niederlande;Deutschland";Philosoph;118835998;1927-02-26;Männlich;0.0;1.0;0.0;D
396;Perrault, Charles;Frankreich;Schriftsteller;118740008;1628-01-12;Männlich;0.0;0.0;0.0;
397;Oppenheimer, J. Robert;USA;"Atomphysiker; Hochschullehrer; Wissenschaftler";118590146;1904-04-22;Männlich;0.0;0.0;0.0;
