;ID;title;semester;semester_start;inhalt_count;university;country;NER_GNDs
0;wien0001;Einf.PS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
1;wien0002;Seminar: Neuere deutsche Literatur;wise00-01;2000-09;0;wien;Österreich;
2;wien0003;SE: Neuere dt. Literatur-Poetik u.Transgression;wise00-01;2000-09;0;wien;Österreich;
3;wien0004;EPS: Neuere dt. Literaturwissenschaft II;wise00-01;2000-09;0;wien;Österreich;
4;wien0005;Proseminar: Neuere deutsche Literaten;wise00-01;2000-09;0;wien;Österreich;
5;wien0006;EPS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
6;wien0007;PS:Neuere deutsche Literatur -Literarische Utopien;wise00-01;2000-09;0;wien;Österreich;
7;wien0008;Einf. PS. Neuere dt. Literaturwissenschaft;wise00-01;2000-09;0;wien;Österreich;
8;wien0009;SE: Neuere dt. Literatur - Verlage u.ihre Verleger;wise00-01;2000-09;0;wien;Österreich;
9;wien0010;PS: Neuere dt.Literatur - Narratologie;wise00-01;2000-09;0;wien;Österreich;
10;wien0011;EPS.: Neuere dt. Literaturwissenschaft II;wise00-01;2000-09;0;wien;Österreich;
11;wien0012;PS: Neuere dt.Lit. - Romane Albert Drachs;wise00-01;2000-09;0;wien;Österreich;
12;wien0013;EPS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
13;wien0014;EPS: Neuere dt. Literaturwissenschaft II;wise00-01;2000-09;0;wien;Österreich;
14;wien0015;EPS: Neuere dt. Literaturwiss. II;wise00-01;2000-09;0;wien;Österreich;
15;wien0016;Einf.PS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
16;wien0017;PS:Neuere dt.Literatur - Masse und Manipulation;wise00-01;2000-09;0;wien;Österreich;
17;wien0018;EPS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
18;wien0019;VO:Neuere dt.Lit.-Geschichte d.Lit.Österreichs III;wise00-01;2000-09;0;wien;Österreich;
19;wien0020;EPS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
20;wien0021;EPS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
21;wien0022;SE: Neuere deutsche Literatur;wise00-01;2000-09;0;wien;Österreich;
22;wien0023;SE: Neuere dt. Literatur - Rainer Maria Rilke;wise00-01;2000-09;0;wien;Österreich;
23;wien0024;Novellenkunst der Romantik;wise00-01;2000-09;0;wien;Österreich;
24;wien0025;Einf.PS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
25;wien0026;SE: Neuere dt. Literatur-Poetik u.Transgression;wise00-01;2000-09;0;wien;Österreich;
26;wien0027;EPS: Neuere dt. Literaturwissenschaft II;wise00-01;2000-09;0;wien;Österreich;
27;wien0028;EPS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
28;wien0029;Einf. PS. Neuere dt. Literaturwissenschaft;wise00-01;2000-09;0;wien;Österreich;
29;wien0030;SE: Neuere dt. Literatur - Verlage u.ihre Verleger;wise00-01;2000-09;0;wien;Österreich;
30;wien0031;EPS.: Neuere dt. Literaturwissenschaft II;wise00-01;2000-09;0;wien;Österreich;
31;wien0032;EPS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
32;wien0033;EPS: Neuere dt. Literaturwissenschaft II;wise00-01;2000-09;0;wien;Österreich;
33;wien0034;EPS: Neuere dt. Literaturwiss. II;wise00-01;2000-09;0;wien;Österreich;
34;wien0035;Einf.PS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
35;wien0036;EPS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
36;wien0037;EPS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
37;wien0038;EPS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
38;wien0039;SE: Neuere dt. Literatur - Rainer Maria Rilke;wise00-01;2000-09;0;wien;Österreich;
39;wien0040;SE: Neuere dt. Literatur - Erzähltheorie;wise00-01;2000-09;0;wien;Österreich;
40;wien0041;PS: Neuere dt. Literatur - Dramenanalyse;wise00-01;2000-09;0;wien;Österreich;
41;wien0042;SE: Neuere dt. Lit. - Literatur u. Anthropologie;wise00-01;2000-09;0;wien;Österreich;
42;wien0043;SE: Neuere dt. Literatur - Erzählende Literatur;wise00-01;2000-09;0;wien;Österreich;
43;wien0044;SE: Neuere dt. Literatur - Goethes Faust II;wise00-01;2000-09;0;wien;Österreich;
44;wien0045;SE: Neuere dt. Literatur - Bestseller;wise00-01;2000-09;0;wien;Österreich;
45;wien0046;Einf.PS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
46;wien0047;EPS: Neuere dt. Literaturwiss. I;wise00-01;2000-09;0;wien;Österreich;
47;wien0048;Proseminar: Neuere dt. Literatur - Lit. Parodien;wise00-01;2000-09;0;wien;Österreich;
48;wien0049;Einf.PS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
49;wien0050;EPS: Neuere dt. Literaturwissenschaft II;wise00-01;2000-09;0;wien;Österreich;
50;wien0051;EPS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
51;wien0052;Einf. PS. Neuere dt. Literaturwissenschaft;wise00-01;2000-09;0;wien;Österreich;
52;wien0053;EPS.: Neuere dt. Literaturwissenschaft II;wise00-01;2000-09;0;wien;Österreich;
53;wien0054;Neuere Literaturwissenschaft;wise00-01;2000-09;0;wien;Österreich;
54;wien0055;EPS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
55;wien0056;EPS: Neuere dt. Literaturwissenschaft II;wise00-01;2000-09;0;wien;Österreich;
56;wien0057;EPS: Neuere dt. Literaturwiss. II;wise00-01;2000-09;0;wien;Österreich;
57;wien0058;Einf.PS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
58;wien0059;EPS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
59;wien0060;EPS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
60;wien0061;EPS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
61;wien0062;Einf.PS: Neuere dt. Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
62;wien0063;EPS: Neuere deutsche Literaturwissenschaft I;wise00-01;2000-09;0;wien;Österreich;
63;wien0064;EPS: Neuere dt. Literaturwiss. I;wise00-01;2000-09;0;wien;Österreich;
64;wien0065;Neuere deutsche Literatur: Österreichische Literatur nach 2000;sose01;2001-04;1;wien;Österreich;['119001802']
65;wien0066;Neuere deutsche Literatur: Gegenwart. Österreichische Literatur seit 2000;sose01;2001-04;1;wien;Österreich;['119001802', '115769919', '11955688X', '124205275', '115701362', '118881140', '129853666', '118732404', '115577297']
66;wien0067;Neuere dt. Lit.: Literatur in Österreich nach 2000;sose01;2001-04;1;wien;Österreich;['119001802', '115612815', '128625732', '118850237', '119544199', '118732404', '143957678', '118603140', '11891121X', '117407151', '117407151']
67;wien0068;NdL, Topographien. Reiselit. u Raumerf. 1750-2000;sose01;2001-04;0;wien;Österreich;
68;wien0069;NdL, Topographien. Reiselit. u Raumerf. 1750-2000;sose01;2001-04;0;wien;Österreich;
69;wien0070;Neuere dt. Lit.: Dt. Gegenwartsliteratur nach 2000;sose01;2001-04;0;wien;Österreich;
70;wien0071;VO NdL Bilderdienst;sose01;2001-04;0;wien;Österreich;
71;wien0072;Neuere dt. Lit.: Literatur in Österreich nach 2000;sose01;2001-04;1;wien;Österreich;['119001802', '115612815', '128625732', '118850237', '119544199', '118732404', '143957678', '118603140', '11891121X', '117407151', '117407151']
72;wien0073;Neuere dt. Lit.: Roman nach 2000;sose01;2001-04;0;wien;Österreich;
73;wien0074;Neuere dt. Lit.: Dt. Gegenwartsliteratur nach 2000;sose01;2001-04;0;wien;Österreich;
74;wien0075;NdL: Deutschsprachige Novellen 2000+;sose01;2001-04;1;wien;Österreich;
75;wien0076;NdL: Monströse Femininität: Weiblichkeit als Devianz in Theorie und Kunst um 1900 und um 2000;sose01;2001-04;1;wien;Österreich;
76;wien0077;NdL: Gesellschaftskritische Literatur nach 2000;sose01;2001-04;1;wien;Österreich;['119501651', '130584754', '119001802']
77;wien0078;NdL, Topographien. Reiselit. u Raumerf. 1750-2000;sose01;2001-04;0;wien;Österreich;
78;wien0079;NdL, Topographien. Reiselit. u Raumerf. 1750-2000;sose01;2001-04;0;wien;Österreich;
79;wien0080;VO NdL Bilderdienst;sose01;2001-04;0;wien;Österreich;
80;wien0081;Neuere deutsche Literatur: Gegenwart. Österreichische Literatur seit 2000;sose01;2001-04;1;wien;Österreich;['119001802', '115769919', '11955688X', '124205275', '115701362', '118881140', '129853666', '118732404', '115577297']
81;wien0082;Seminar:Neuere Deutsche Literatur - Tabubrüche (?);wise01-02;2001-09;0;wien;Österreich;
82;wien0083;Einf.PS: Neuere dt. Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
83;wien0084;Seminar: Neuere deutsche Literatur;wise01-02;2001-09;0;wien;Österreich;
84;wien0085;VO: Neuere dt. Literatur;wise01-02;2001-09;0;wien;Österreich;
85;wien0086;Proseminar: Neuere deutsche Literaten;wise01-02;2001-09;0;wien;Österreich;
86;wien0087;EPS: Neuere dt. Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
87;wien0088;PS: Neuere dt. Literatur - Literarische Utopien;wise01-02;2001-09;0;wien;Österreich;
88;wien0089;Einf. PS. Neuere dt. Literaturwissenschaft;wise01-02;2001-09;0;wien;Österreich;
89;wien0090;"SE: N.dt. Lit. - ""Arisierung"" i.österr.Buchhandel";wise01-02;2001-09;0;wien;Österreich;
90;wien0091;PS: Neuere dt.Literatur - Rhetorik;wise01-02;2001-09;0;wien;Österreich;
91;wien0092;Sturm und Drang;wise01-02;2001-09;0;wien;Österreich;
92;wien0093;EPS: Neuere dt. Literaturwissenschaft II;wise01-02;2001-09;0;wien;Österreich;
93;wien0094;EPS: Neuere dt. Literaturwiss. II;wise01-02;2001-09;0;wien;Österreich;
94;wien0095;EPS: Neuere dt. Literaturwissenschaft II;wise01-02;2001-09;0;wien;Österreich;
95;wien0096;EPS: Neuere dt. Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
96;wien0097;Einf.PS: Neuere dt. Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
97;wien0098;PS: Neuere dt.Literatur - Elfriede Jelinek;wise01-02;2001-09;0;wien;Österreich;
98;wien0099;EPS: Neuere dt. Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
99;wien0100;VO: Neuere dt. Lit.;wise01-02;2001-09;0;wien;Österreich;
100;wien0101;EPS: Neuere dt. Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
101;wien0102;SE: Neuere dt. Literatur - Johann Nestroy;wise01-02;2001-09;0;wien;Österreich;
102;wien0103;Biedermeierliches Erzählen;wise01-02;2001-09;0;wien;Österreich;
103;wien0104;Seminar: Neuere deutsche Literatur-Aisthesis;wise01-02;2001-09;0;wien;Österreich;
104;wien0105;PS: Neuere dt. Literatur: Theodor Storm;wise01-02;2001-09;0;wien;Österreich;
105;wien0106;Einf.PS: Neuere dt. Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
106;wien0107;VO: Neuere dt. Literatur;wise01-02;2001-09;0;wien;Österreich;
107;wien0108;EPS: Neuere dt. Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
108;wien0109;PS: Neuere dt. Literatur - Literarische Utopien;wise01-02;2001-09;0;wien;Österreich;
109;wien0110;PS: Neuere dt. Literatur;wise01-02;2001-09;0;wien;Österreich;
110;wien0111;Einf. PS. Neuere dt. Literaturwissenschaft;wise01-02;2001-09;0;wien;Österreich;
111;wien0112;EPS: Neuere dt. Literaturwissenschaft II;wise01-02;2001-09;0;wien;Österreich;
112;wien0113;EPS: Neuere dt. Literaturwiss. II;wise01-02;2001-09;0;wien;Österreich;
113;wien0114;EPS: Neuere dt. Literaturwissenschaft II;wise01-02;2001-09;0;wien;Österreich;
114;wien0115;EPS: Neuere dt. Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
115;wien0116;Einf.PS: Neuere dt. Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
116;wien0117;EPS: Neuere dt. Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
117;wien0118;VO: Neuere dt. Lit.;wise01-02;2001-09;0;wien;Österreich;
118;wien0119;EPS: Neuere dt. Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
119;wien0120;SE: Neuere dt. Literatur - Johann Nestroy;wise01-02;2001-09;0;wien;Österreich;
120;wien0121;PS: Neuere dt. Literatur: Theodor Storm;wise01-02;2001-09;0;wien;Österreich;
121;wien0122;SE: Neuere dt. Literatur - Romanpoetik;wise01-02;2001-09;0;wien;Österreich;
122;wien0123;EPS: Neuere dt. Literaturwissenschaft II;wise01-02;2001-09;0;wien;Österreich;
123;wien0124;SE: Neuere dt. Literatur - Weitere Prosa;wise01-02;2001-09;0;wien;Österreich;
124;wien0125;SE: Neuere dt. Literatur - Goethes Faust II;wise01-02;2001-09;0;wien;Österreich;
125;wien0126;SE: Neuere dt. Literatur - Marlen Haushofer;wise01-02;2001-09;0;wien;Österreich;
126;wien0127;Einf.PS: Neuere dt. Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
127;wien0128;EPS: Neuere dt. Literaturwiss. I;wise01-02;2001-09;0;wien;Österreich;
128;wien0129;Proseminar: Neuere dt. Literatur;wise01-02;2001-09;0;wien;Österreich;
129;wien0130;Einf.PS: Neuere dt. Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
130;wien0131;EPS: Neuere dt. Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
131;wien0132;Einf. PS. Neuere dt. Literaturwissenschaft;wise01-02;2001-09;0;wien;Österreich;
132;wien0133;EPS: Neuere dt. Literaturwissenschaft II;wise01-02;2001-09;0;wien;Österreich;
133;wien0134;EPS: Neuere dt. Literaturwiss. II;wise01-02;2001-09;0;wien;Österreich;
134;wien0135;Proseminar: Neuere Literaturwissenschaft;wise01-02;2001-09;0;wien;Österreich;
135;wien0136;EPS: Neuere dt. Literaturwissenschaft II;wise01-02;2001-09;0;wien;Österreich;
136;wien0137;EPS: Neuere dt. Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
137;wien0138;Einf.PS: Neuere dt. Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
138;wien0139;EPS: Neuere dt. Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
139;wien0140;EPS: Neuere dt. Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
140;wien0141;EPS: Neuere dt. Literaturwissenschaft II;wise01-02;2001-09;0;wien;Österreich;
141;wien0142;Einf.PS: Neuere dt. Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
142;wien0143;EPS: Neuere deutsche Literaturwissenschaft I;wise01-02;2001-09;0;wien;Österreich;
143;wien0144;EPS: Neuere dt. Literaturwiss. I;wise01-02;2001-09;0;wien;Österreich;
144;wien0145;Vorlesung: Neuere deutsche Literatur;sose02;2002-04;0;wien;Österreich;
145;wien0146;Proseminar: Neuere deutsche Literatur;sose02;2002-04;0;wien;Österreich;
146;wien0147;SE: Poetik d. Sinneswahrnehmungen;sose02;2002-04;0;wien;Österreich;
147;wien0148;Seminar: Neuere deutsche Literatur;sose02;2002-04;0;wien;Österreich;
148;wien0149;Seminar: Neure deutsche Literatur-Adalbert Stifter;sose02;2002-04;0;wien;Österreich;
149;wien0150;PS: Neuere dt. Literatur - Familienstrukturen;sose02;2002-04;0;wien;Österreich;
150;wien0151;Seminar: Neuere deutsche Literatur;sose02;2002-04;0;wien;Österreich;
151;wien0152;EFP: Neuere dt. Literaturwissenschaft II;sose02;2002-04;0;wien;Österreich;
152;wien0153;Proseminar: Neuere deutsche Literatur;sose02;2002-04;0;wien;Österreich;
153;wien0154;EFP: Neuere dt. Literaturwissenschaft II;sose02;2002-04;0;wien;Österreich;
154;wien0155;EFP: Neuere deutsche Literaturwissenschaft II;sose02;2002-04;0;wien;Österreich;
155;wien0156;EFP: Neuere deutsche Literaturwissenschaft I;sose02;2002-04;0;wien;Österreich;
156;wien0157;Proseminar: Neuere deutsche Literatur;sose02;2002-04;0;wien;Österreich;
157;wien0158;Proseminar: Neuere deutsche Literatur;sose02;2002-04;0;wien;Österreich;
158;wien0159;EFP: Neuere deutsche Literaturwiss. II;sose02;2002-04;0;wien;Österreich;
159;wien0160;EFP: Neuere dt. Literaturwissenschaft II;sose02;2002-04;0;wien;Österreich;
160;wien0161;PS: Neuere deutsche Literatur - Opernlibretto;sose02;2002-04;0;wien;Österreich;
161;wien0162;EFP: Neuere dt. Literaturwissenschaft I;sose02;2002-04;0;wien;Österreich;
162;wien0163;Seminar: Neuere deutsche Literatur;sose02;2002-04;0;wien;Österreich;
163;wien0164;Proseminar: Neuere deutsche Literatur;sose02;2002-04;0;wien;Österreich;
164;wien0165;Proseminar: Neuere deutsche Literatur;sose02;2002-04;0;wien;Österreich;
165;wien0166;Seminar: Neuere deutsche Literatur - Karl May;sose02;2002-04;0;wien;Österreich;
166;wien0167;EFP: Neuere dt. Literaturwissenschaft I;sose02;2002-04;0;wien;Österreich;
167;wien0168;PS: Neuere dt. Literatur - Geschichten erzählen;sose02;2002-04;0;wien;Österreich;
168;wien0169;PS: Neuere dt. Literatur - Familienstrukturen;sose02;2002-04;0;wien;Österreich;
169;wien0170;EFP: Neuere dt. Literaturwissenschaft II;sose02;2002-04;0;wien;Österreich;
170;wien0171;EFP: Neuere dt. Literaturwissenschaft II;sose02;2002-04;0;wien;Österreich;
171;wien0172;EFP: Neuere dt. Literaturwissenschaft II;sose02;2002-04;0;wien;Österreich;
172;wien0173;EFP: Neuere dt. Literaturwissenschaft I;sose02;2002-04;0;wien;Österreich;
173;wien0174;EFP: Neuere dt. Literaturwissenschaft I;sose02;2002-04;0;wien;Österreich;
174;wien0175;PS: Neuere dt. Literatur - Geschichten erzählen;sose02;2002-04;0;wien;Österreich;
175;wien0176;Einführungs-PS: Neuere dt. Literaturwissenschaft I;sose02;2002-04;0;wien;Österreich;
176;wien0177;PS: Neuere dt. Literatur. Mikro-Literatur;sose02;2002-04;0;wien;Österreich;
177;wien0178;EFP: Neuere dt. Literaturwissenschaft I;sose02;2002-04;0;wien;Österreich;
178;wien0179;"Seminar: Neuere dt. Literatur: ""Schwere Literatur""";sose02;2002-04;0;wien;Österreich;
179;wien0180;SE: Neuere dt. Literatur - Hamlet deutsch;sose02;2002-04;0;wien;Österreich;
180;wien0181;EPS: Neuere dt. Literaturwissenschaft II;sose02;2002-04;0;wien;Österreich;
181;wien0182;Seminar: Neuere dt. Literatur - Christa Wolf;sose02;2002-04;0;wien;Österreich;
182;wien0183;SE: Neuere dt. Literatur - Hermann Hesse, Märchen;sose02;2002-04;0;wien;Österreich;
183;wien0184;EFP: Neuere dt. Literaturwissenschaft II;sose02;2002-04;0;wien;Österreich;
184;wien0185;PS: Neuere dt. Literatur - Ingeborg Bachmann;sose02;2002-04;0;wien;Österreich;
185;wien0186;SE: Neuere dt. Literatur: Dichter und Drogen;sose02;2002-04;0;wien;Österreich;
186;wien0187;EFP: Neuere dt. Literaturwissenschaft II;sose02;2002-04;0;wien;Österreich;
187;wien0188;EFP: Neuere dt. Literaturwissenschaft II;sose02;2002-04;0;wien;Österreich;
188;wien0189;EFP: Neuere deutsche Literaturwissenschaft II;sose02;2002-04;0;wien;Österreich;
189;wien0190;EFP: Neuere deutsche Literaturwissenschaft I;sose02;2002-04;0;wien;Österreich;
190;wien0191;EFP: Neuere deutsche Literaturwiss. II;sose02;2002-04;0;wien;Österreich;
191;wien0192;EFP: Neuere dt. Literaturwissenschaft II;sose02;2002-04;0;wien;Österreich;
192;wien0193;Vorlesung: Neuere Literaturwissenschaft;sose02;2002-04;0;wien;Österreich;
193;wien0194;EFP: Neuere dt. Literaturwissenschaft I;sose02;2002-04;0;wien;Österreich;
194;wien0195;EFP: Neuere dt. Literaturwissenschaft I;sose02;2002-04;0;wien;Österreich;
195;wien0196;Einführungs-PS: Neuere dt. Literaturwissenschaft I;sose02;2002-04;0;wien;Österreich;
196;wien0197;EPS: Neuere deutsche Literaturwissenschaft II;sose02;2002-04;0;wien;Österreich;
197;wien0198;EFP: Neuere deutsche Lit.-wiss. II;sose02;2002-04;0;wien;Österreich;
198;wien0199;EFP: Neuere dt. Literaturwissenschaft I;sose02;2002-04;0;wien;Österreich;
199;wien0200;EPS: Neuere deutsche Literatuwiss. I;sose02;2002-04;0;wien;Österreich;
200;wien0201;EPS: Neuere dt. Literaturwissenschaft II;sose02;2002-04;0;wien;Österreich;
201;wien0202;EFP: Neuere dt. Literaturwissenschaft II;sose02;2002-04;0;wien;Österreich;
202;wien0203;Literaturwiss.PS: Neuere dänische Literatur;sose02;2002-04;0;wien;Österreich;
203;wien0204;SE Schillers Dramen;wise02-03;2002-09;0;wien;Österreich;
204;wien0205;Proseminar: Neuere deutsche Literatur;wise02-03;2002-09;0;wien;Österreich;
205;wien0206;Mikrolektüren - Robert Walser;wise02-03;2002-09;0;wien;Österreich;
206;wien0207;PS: Weihnachten-Idyllisches, Humorvolles u.Krit.;wise02-03;2002-09;0;wien;Österreich;
207;wien0208;SE: Versepik seit dem 18. Jahrhundert;wise02-03;2002-09;0;wien;Österreich;
208;wien0209;SE Neuere deutsche Literatur;wise02-03;2002-09;0;wien;Österreich;
209;wien0210;Kraus liest Shakespeare;wise02-03;2002-09;0;wien;Österreich;
210;wien0211;SE: Phantastische Literatur u. phantastischer Film;wise02-03;2002-09;0;wien;Österreich;
211;wien0212;SE: Literatur u. Film in der Zwischenkriegszeit;wise02-03;2002-09;0;wien;Österreich;
212;wien0213;SE Schillers Dramen;wise02-03;2002-09;0;wien;Österreich;
213;wien0214;Proseminar: Neuere Literaturwissenschaft;wise02-03;2002-09;0;wien;Österreich;
214;wien0215;PS: Neuere dt. Literatur - Familienstrukturen;sose03;2003-04;0;wien;Österreich;
215;wien0216;SE: Cézanne und die Schriftsteller;sose03;2003-04;0;wien;Österreich;
216;wien0217;PS: Neuere deutsche Literatur. Stefan Zweig;sose03;2003-04;0;wien;Österreich;
217;wien0218;Wichtiges v. Wichten: Der letzte Aufsatz d.Fackel;sose03;2003-04;0;wien;Österreich;
218;wien0219;Seminar: Neuere deutsche Literatur: Femme forte;sose03;2003-04;0;wien;Österreich;
219;wien0220;VO Briefe an den Vater;sose03;2003-04;0;wien;Österreich;
220;wien0221;Literarische Stadtdarstellg. i. d. Moderne;sose03;2003-04;0;wien;Österreich;
221;wien0222;Sozialgeschichte im Text;sose03;2003-04;0;wien;Österreich;
222;wien0223;Verfolgte Dichterinnen;sose03;2003-04;0;wien;Österreich;
223;wien0224;Deutsche Autorinnen;sose03;2003-04;0;wien;Österreich;
224;wien0225;UE: Deutsche Autorinnen;sose03;2003-04;0;wien;Österreich;
225;wien0226;SE: Rilke;sose03;2003-04;0;wien;Österreich;
226;wien0227;PS: Neuere dt. Literatur - Familienstrukturen;sose03;2003-04;0;wien;Österreich;
227;wien0228;Goethes Wilhelm-Meister-Romane;sose03;2003-04;0;wien;Österreich;
228;wien0229;Vorlesung: Neuere Literaturwissenschaft;sose03;2003-04;0;wien;Österreich;
229;wien0230;VO Briefe an den Vater;sose03;2003-04;0;wien;Österreich;
230;wien0231;PS Neuere deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
231;wien0232;SE Neuere deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
232;wien0233;PS Neuere deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
233;wien0234;PS Neuere deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
234;wien0235;Proseminar: Neuere deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
235;wien0236;PS Neuere deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
236;wien0237;PS Neuere deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
237;wien0238;Repetitorium;wise03-04;2003-09;0;wien;Österreich;
238;wien0239;VO Neuere deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
239;wien0240;SE Neuere deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
240;wien0241;Seminar: Neuere deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
241;wien0242;PS Neuere deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
242;wien0243;SE Neuere Deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
243;wien0244;SE Neuere deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
244;wien0245;SE Neuere deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
245;wien0246;SE Neuere deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
246;wien0247;VO Neuere deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
247;wien0248;VO Neuere deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
248;wien0249;PS Neuere deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
249;wien0250;PS Neuere deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
250;wien0251;VO Neuere deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
251;wien0252;SE Neuere deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
252;wien0253;PS Neuere Deutsche Literatur;wise03-04;2003-09;0;wien;Österreich;
253;wien0254;Proseminar: Neuere Literaturwissenschaft;wise03-04;2003-09;0;wien;Österreich;
254;wien0255;VO NdL: Goethe u. seine Zeit II: Klassik;sose04;2004-04;0;wien;Österreich;
255;wien0256;SE NdL: Goethe und Schiller;sose04;2004-04;0;wien;Österreich;
256;wien0257;PS Neuere deutsche Literatur: Weininger-Rezeption;sose04;2004-04;0;wien;Österreich;
257;wien0258;PS Neuere deutsche Literatur: Theatertexte;sose04;2004-04;0;wien;Österreich;
258;wien0259;PS Neuere deutsche Literatur: Die Wiener Gruppe;sose04;2004-04;0;wien;Österreich;
259;wien0260;PS NdL Der dt. Roman d. Zwischenkriegszeit;sose04;2004-04;0;wien;Österreich;
260;wien0261;PS Neuere dt. Literatur: Strategien der Spannung;sose04;2004-04;0;wien;Österreich;
261;wien0262;SE NdL Komödie um 1800;sose04;2004-04;0;wien;Österreich;
262;wien0263;PS Neuere deutsche Literatur;sose04;2004-04;0;wien;Österreich;
263;wien0264;SE Neuere deutsche Literatur;sose04;2004-04;0;wien;Österreich;
264;wien0265;Repetitorium;sose04;2004-04;0;wien;Österreich;
265;wien0266;PS Neuere Deutsche Literatur: Körper-Geschichten;sose04;2004-04;0;wien;Österreich;
266;wien0267;PS Neuere deutsche Literatur;sose04;2004-04;0;wien;Österreich;
267;wien0268;SE NdL: Spielmotive in der Literatur des 20. Jhdts;sose04;2004-04;0;wien;Österreich;
268;wien0269;SE Neuere deutsche Literatur;sose04;2004-04;0;wien;Österreich;
269;wien0270;VO Neuere deutsche Literatur;sose04;2004-04;0;wien;Österreich;
270;wien0271;NdL, Album. Gedächt. u Erinnern zw Schrift u Bild;sose04;2004-04;0;wien;Österreich;
271;wien0272;NdL: Ilse Aichinger. Prosaminiaturen;sose04;2004-04;0;wien;Österreich;
272;wien0273;NdL, Topographien. Reiselit. u Raumerf. 1750-2000;sose04;2004-04;0;wien;Österreich;
