;wien_total;wien_rel;wien_total_M;wien_total_F;wien_rel_F;wien_rel_M;wien_relrel_F;wien_relrel_M;graz_total;graz_rel;graz_total_M;graz_total_F;graz_rel_F;graz_rel_M;graz_relrel_F;graz_relrel_M;basel_total;basel_rel;basel_total_M;basel_total_F;basel_rel_F;basel_rel_M;basel_relrel_F;basel_relrel_M;chemnitz_total;chemnitz_rel;chemnitz_total_M;chemnitz_total_F;chemnitz_rel_F;chemnitz_rel_M;chemnitz_relrel_F;chemnitz_relrel_M;erfurt_total;erfurt_rel;erfurt_total_M;erfurt_total_F;erfurt_rel_F;erfurt_rel_M;erfurt_relrel_F;erfurt_relrel_M;halle_total;halle_rel;halle_total_M;halle_total_F;halle_rel_F;halle_rel_M;halle_relrel_F;halle_relrel_M;marburg_total;marburg_rel;marburg_total_M;marburg_total_F;marburg_rel_F;marburg_rel_M;marburg_relrel_F;marburg_relrel_M;mainz_total;mainz_rel;mainz_total_M;mainz_total_F;mainz_rel_F;mainz_rel_M;mainz_relrel_F;mainz_relrel_M;stuttgart_total;stuttgart_rel;stuttgart_total_M;stuttgart_total_F;stuttgart_rel_F;stuttgart_rel_M;stuttgart_relrel_F;stuttgart_relrel_M;semester_start
30;19;0.026988636363636364;19.0;0.0;0.0;1.0;0.0;0.0014204545454545455;40;0.02857142857142857;35.0;5.0;0.125;0.875;8.928571428571429e-05;0.000625;59;0.09470304975922954;57.0;1.0;0.01694915254237288;0.9661016949152542;2.7205702315205268e-05;0.0015507250319667;0;0.0;;;;;;;19;0.059190031152647975;16.0;3.0;0.15789473684210525;0.8421052631578947;0.0004918839153959665;0.0026233808821118213;79;0.061192873741285826;61.0;17.0;0.21518987341772153;0.7721518987341772;0.00016668464246144193;0.0005981037170675269;0;0.0;;;;;;;24;0.044444444444444446;21.0;3.0;0.125;0.875;0.0002314814814814815;0.0016203703703703703;0;0.0;;;;;;;2015-09-01
31;37;0.052556818181818184;22.0;15.0;0.40540540540540543;0.5945945945945946;0.0005758599508599509;0.0008445945945945946;23;0.016428571428571428;18.0;5.0;0.21739130434782608;0.782608695652174;0.00015527950310559007;0.0005590062111801243;63;0.10112359550561797;57.0;6.0;0.09523809523809523;0.9047619047619048;0.00015287013681877245;0.0014522662997783382;0;0.0;;;;;;;39;0.12149532710280374;37.0;2.0;0.05128205128205128;0.9487179487179487;0.0001597571691029635;0.0029555076284048247;49;0.037955073586367155;34.0;15.0;0.30612244897959184;0.6938775510204082;0.00023712040974406805;0.0005374729287532209;0;0.0;;;;;;;24;0.044444444444444446;19.0;5.0;0.20833333333333334;0.7916666666666666;0.0003858024691358025;0.0014660493827160493;50;0.07342143906020558;47.0;3.0;0.06;0.94;8.810572687224669e-05;0.0013803230543318649;2016-04-01
32;52;0.07386363636363637;39.0;13.0;0.25;0.75;0.0003551136363636364;0.001065340909090909;30;0.02142857142857143;24.0;6.0;0.2;0.8;0.00014285714285714287;0.0005714285714285715;42;0.06741573033707865;37.0;3.0;0.07142857142857142;0.8809523809523809;0.00011465260261407934;0.001414048765573645;0;0.0;;;;;;;6;0.018691588785046728;4.0;2.0;0.3333333333333333;0.6666666666666666;0.0010384215991692627;0.0020768431983385254;125;0.09682416731216112;111.0;13.0;0.104;0.888;8.055770720371804e-05;0.0006878388845855926;0;0.0;;;;;;;47;0.08703703703703704;43.0;4.0;0.0851063829787234;0.9148936170212766;0.00015760441292356184;0.00169424743892829;52;0.0763582966226138;44.0;7.0;0.1346153846153846;0.8461538461538461;0.00019767310516209194;0.0012425166610188637;2016-09-01
33;58;0.08238636363636363;47.0;11.0;0.1896551724137931;0.8103448275862069;0.00026939655172413793;0.0011510579937304075;27;0.019285714285714285;13.0;14.0;0.5185185185185185;0.48148148148148145;0.00037037037037037035;0.0003439153439153439;40;0.06420545746388442;36.0;4.0;0.1;0.9;0.00016051364365971107;0.0014446227929373998;0;0.0;;;;;;;19;0.059190031152647975;14.0;5.0;0.2631578947368421;0.7368421052631579;0.0008198065256599442;0.002295458271847844;46;0.03563129357087529;42.0;3.0;0.06521739130434782;0.9130434782608695;5.051695685851884e-05;0.0007072373960192637;0;0.0;;;;;;;38;0.07037037037037037;33.0;5.0;0.13157894736842105;0.868421052631579;0.00024366471734892786;0.001608187134502924;46;0.06754772393538913;39.0;7.0;0.15217391304347827;0.8478260869565217;0.00022345655366149525;0.0012449722275426163;2017-04-01
34;25;0.03551136363636364;19.0;6.0;0.24;0.76;0.0003409090909090909;0.0010795454545454546;13;0.009285714285714286;9.0;4.0;0.3076923076923077;0.6923076923076923;0.00021978021978021978;0.0004945054945054945;50;0.08025682182985554;49.0;1.0;0.02;0.98;3.2102728731942213e-05;0.0015730337078651685;0;0.0;;;;;;;13;0.040498442367601244;11.0;2.0;0.15384615384615385;0.8461538461538461;0.0004792715073088905;0.0026359932901988976;75;0.05809450038729667;70.0;4.0;0.05333333333333334;0.9333333333333333;4.131164471985541e-05;0.0007229537825974697;0;0.0;;;;;;;34;0.06296296296296296;30.0;4.0;0.11764705882352941;0.8823529411764706;0.00021786492374727668;0.0016339869281045752;34;0.049926578560939794;30.0;3.0;0.08823529411764706;0.8823529411764706;0.0001295672454003628;0.0012956724540036278;2017-09-01
35;96;0.13636363636363635;65.0;31.0;0.3229166666666667;0.6770833333333334;0.000458688446969697;0.0009617660984848485;28;0.02;16.0;12.0;0.42857142857142855;0.5714285714285714;0.0003061224489795918;0.0004081632653061224;58;0.09309791332263243;46.0;11.0;0.1896551724137931;0.7931034482758621;0.0003044224276304865;0.0012730392428183983;0;0.0;;;;;;;16;0.04984423676012461;14.0;2.0;0.125;0.875;0.0003894080996884735;0.0027258566978193145;117;0.0906274206041828;107.0;10.0;0.08547008547008547;0.9145299145299145;6.620455884592213e-05;0.0007083887796513668;70;0.16055045871559634;56.0;14.0;0.2;0.8;0.00045871559633027525;0.001834862385321101;7;0.012962962962962963;7.0;0.0;0.0;1.0;0.0;0.001851851851851852;65;0.09544787077826726;50.0;14.0;0.2153846153846154;0.7692307692307693;0.00031627696825934715;0.0011295606009262397;2018-04-01
36;20;0.028409090909090908;17.0;3.0;0.15;0.85;0.0002130681818181818;0.0012073863636363636;22;0.015714285714285715;14.0;8.0;0.36363636363636365;0.6363636363636364;0.00025974025974025974;0.00045454545454545455;68;0.10914927768860354;56.0;9.0;0.1323529411764706;0.8235294117647058;0.00021244452837314702;0.0013218770654329147;20;0.15267175572519084;19.0;0.0;0.0;0.95;0.0;0.007251908396946565;12;0.037383177570093455;12.0;0.0;0.0;1.0;0.0;0.003115264797507788;74;0.05731990704879938;67.0;7.0;0.0945945945945946;0.9054054054054054;7.327234283082463e-05;0.0007013209956664643;67;0.1536697247706422;55.0;11.0;0.16417910447761194;0.8208955223880597;0.00037655757907709164;0.0018827878953854582;7;0.012962962962962963;7.0;0.0;0.0;1.0;0.0;0.001851851851851852;50;0.07342143906020558;38.0;12.0;0.24;0.76;0.00035242290748898676;0.0011160058737151248;2018-09-01
37;49;0.06960227272727272;38.0;11.0;0.22448979591836735;0.7755102040816326;0.00031887755102040814;0.0011015769944341372;43;0.030714285714285715;34.0;9.0;0.20930232558139536;0.7906976744186046;0.0001495016611295681;0.0005647840531561462;69;0.11075441412520064;59.0;8.0;0.11594202898550725;0.855072463768116;0.00018610277525763603;0.0013725079675250657;15;0.11450381679389313;12.0;3.0;0.2;0.8;0.0015267175572519084;0.0061068702290076335;34;0.1059190031152648;30.0;4.0;0.11764705882352941;0.8823529411764706;0.0003665017408832692;0.002748763056624519;97;0.07513555383423702;81.0;16.0;0.16494845360824742;0.8350515463917526;0.00012776797336037755;0.0006468253651369114;94;0.21559633027522937;65.0;28.0;0.2978723404255319;0.6914893617021277;0.0006831934413429631;0.0015859847745461645;27;0.05;24.0;3.0;0.1111111111111111;0.8888888888888888;0.00020576131687242798;0.0016460905349794238;58;0.08516886930983847;47.0;10.0;0.1724137931034483;0.8103448275862069;0.0002531773760696744;0.0011899336675274697;2019-04-01
38;50;0.07102272727272728;38.0;10.0;0.2;0.76;0.00028409090909090913;0.0010795454545454546;12;0.008571428571428572;9.0;3.0;0.25;0.75;0.00017857142857142857;0.0005357142857142857;44;0.07062600321027288;35.0;9.0;0.20454545454545456;0.7954545454545454;0.0003283233620312272;0.0012768130745658835;16;0.12213740458015267;14.0;2.0;0.125;0.875;0.0009541984732824427;0.006679389312977099;0;0.0;;;;;;;91;0.0704879938032533;83.0;8.0;0.08791208791208792;0.9120879120879121;6.809611767009134e-05;0.0007064972208271976;86;0.19724770642201836;74.0;12.0;0.13953488372093023;0.8604651162790697;0.0003200341369746106;0.0019735438446767655;14;0.025925925925925925;14.0;0.0;0.0;1.0;0.0;0.001851851851851852;71;0.10425844346549193;56.0;15.0;0.2112676056338028;0.7887323943661971;0.00031023143264875596;0.0011581973485553555;2019-09-01
39;29;0.041193181818181816;22.0;7.0;0.2413793103448276;0.7586206896551724;0.00034286833855799373;0.0010775862068965517;18;0.012857142857142857;14.0;4.0;0.2222222222222222;0.7777777777777778;0.00015873015873015873;0.0005555555555555556;51;0.08186195826645265;43.0;8.0;0.1568627450980392;0.8431372549019608;0.0002517861077015076;0.0013533503288956032;15;0.11450381679389313;12.0;3.0;0.2;0.8;0.0015267175572519084;0.0061068702290076335;18;0.056074766355140186;18.0;0.0;0.0;1.0;0.0;0.003115264797507788;112;0.08675445391169635;100.0;12.0;0.10714285714285714;0.8928571428571429;8.29921434104238e-05;0.0006916011950868652;37;0.08486238532110092;25.0;12.0;0.32432432432432434;0.6756756756756757;0.0007438631291842301;0.001549714852467146;23;0.04259259259259259;21.0;2.0;0.08695652173913043;0.9130434782608695;0.00016103059581320451;0.0016908212560386472;59;0.08663729809104258;45.0;12.0;0.2033898305084746;0.7627118644067796;0.00029866348092287017;0.001119988053460763;2020-04-01
