;GND-ID;occupation_GND;birth_GND;gender_GND;death_GND;country_GND
514;1130430391;"Autor; Kameramann; Schriftsteller";1991;Männlich;;Deutschland
515;11859687X;"Dramaturg; Schriftsteller; Publizist; Philosoph; Historiker; Librettist; Literarhistoriker";1816-05-30;Männlich;1872-06-21;Deutschland
516;104424481X;Literaturwissenschaftler;1975;Weiblich;;Deutschland
517;137369298;"Fotomodell; Fotograf; Schriftsteller";1976;Weiblich;;Deutschland
518;118567764;Schriftsteller;1823-07-03;Männlich;1879-10-14;"Österreich; Deutschland"
519;1047679043;Autor;1976;Weiblich;;Deutschland
520;1084028344;"Installationskünstler; Fotograf";1978;Weiblich;;USA
521;133883272;Literaturwissenschaftler;1961;Weiblich;;Deutschland
522;115766634;Religionsphilosoph;1958;Männlich;;Deutschland
523;118591568;"Kunsthistoriker; Schriftsteller; Hochschullehrer";1892-03-30;Männlich;1968-03-14;"Deutschland; USA"
524;119120224;"Hochschullehrer; Historiker; Autor";1923-04-23;Männlich;2006-02-03;Deutschland
525;118815555;"Regisseur; Schauspieler; Musiker";1943-06-22;Männlich;;"Deutschland; Österreich"
526;118516388;"Schriftsteller; Bibliothekar; Lehrer";1926-11-01;Männlich;2020-10-04;Deutschland
527;118855379;"Journalist; Hochschullehrer; Schriftsteller";1939-05-04;Männlich;2018-12-28;Israel
528;118752588;"Übersetzer; Germanist; Literaturwissenschaftler";1908-02-08;Männlich;1987-04-28;Europa
529;119405482;"Journalist; Schriftsteller";1877-04-05;Männlich;1959-05-22;Europa
530;118521861;Schriftsteller;1857-12-03;Männlich;1924-08-03;"Ukraine; Polen; Großbritannien"
531;119384434;"Soziologe; Philosoph; Hochschullehrer; Autor";1925;Männlich;1995;"Tschechische Republik; Großbritannien; Frankreich"
532;140836772;Philologe;1947;Männlich;;Deutschland
533;119371391;"Schriftsteller; Lyriker; Essayist; Übersetzer";1962-10-09;Männlich;;Deutschland
534;1253937060;Informatiker;;Weiblich;;Deutschland
535;123580706;"Literaturwissenschaftler; Philologe; Germanist";1940;Männlich;;Deutschland
536;131798340;"Literaturwissenschaftler; Medienwissenschaftler";;Männlich;;Deutschland
537;118566288;"Lyriker; Schriftsteller; Übersetzer; Satiriker; Kritiker; Pazifist; Herausgeber; Dramatiker; Journalist; Essayist; Publizist";1874-04-28;Männlich;1936-06-12;"Tschechische Republik; Österreich"
538;129380776;"Literaturwissenschaftler; Hochschullehrer; Germanist";1931-02-18;Männlich;2002-11-08;Deutschland
539;118632272;Schriftsteller;1505;Männlich;1562;Deutschland
540;118548433;"Arzt; Schriftsteller";;Unbekannt;;Österreich
541;1021857335;"Hochschullehrer; Literaturwissenschaftler";1971;Weiblich;;Deutschland
542;116281863;"Literaturwissenschaftler; Germanist; Philologe";1920-04-28;Männlich;2007-09-19;Deutschland
543;124174736;"Schriftsteller; Übersetzer; Lyriker";1974;Männlich;;Europa
544;118505653;"Philologe; Literaturwissenschaftler; Philosoph";1895-11-17;Männlich;1975-03-07;"Russland; Sowjetunion"
545;124872956;"Hochschullehrer; Literaturwissenschaftler";1935;Weiblich;;Deutschland
546;1019739622;Germanist;;Männlich;;Deutschland
547;1232689270;;1981;Weiblich;;Frankreich
548;118547445;"Dramatiker; Lyriker; Schriftsteller; Librettist";1813-03-18;Männlich;1863-12-13;"Deutschland; Österreich"
549;1027148182;"Literaturwissenschaftler; Buchhändler; Germanist; Philologe";1970;Männlich;;Deutschland
550;121570789;"Lektorin <Verlag>; Schriftsteller";1969;Weiblich;;Österreich
551;1063175267;"Anglist; Literaturwissenschaftler";;Männlich;;Deutschland
552;118798995;"Theaterkritiker; Schriftsteller; Journalist";1847-11-08;Männlich;1912-04-20;"Großbritannien; Irland"
553;108448568;Literaturwissenschaftler;1937-02-08;Männlich;2017;Deutschland
554;118534599;Schriftsteller;1926-03-31;Männlich;2005-11-05;Großbritannien
555;119471450;"Germanist; Philosoph";1934-02-23;Männlich;;Europa
556;119465116;"Schriftsteller; Journalist";1892-01-22;Männlich;1954-08-09;"USA; Österreich; Mexiko; Frankreich"
557;118517104;"Übersetzer; Philologe; Jurist; Freimaurer; Hochschullehrer; Lyriker; Schriftsteller; Librettist";1747-12-31;Männlich;1794-06-08;Deutschland
558;118585533;"Reformator; Theologe; Drucker; Pfarrer";1489;Männlich;1525;Deutschland
559;113967861;Germanist;1958;Männlich;;Deutschland
560;118636316;"Verleger; Buchhändler; Lexikograf";1706-01-07;Männlich;1751-03-21;Deutschland
561;129747696;"Hochschullehrer; Germanist";1944;Männlich;;Deutschland
562;118755455;"Feminist; Pazifist; Schriftsteller; Politiker";1869-11-13;Weiblich;1943-02-24;"Europa; Großbritannien; USA; Deutschland"
563;118543342;"Schriftsteller; Maler";1887-02-05;Unbekannt;1973-05-16;Österreich
564;122869192;"Germanist; Literaturwissenschaftler; Hochschullehrer";1943;Männlich;;"Österreich; Deutschland; USA"
565;120760924;"Anglist; Hochschullehrer; Germanist";1957;Männlich;;Deutschland
566;118540238;"Schriftsteller; Publizist; Politiker; Jurist; Naturwissenschaftler; Theaterintendant; Maler; Zeichner";1749-08-28;Männlich;1832-03-22;Deutschland
567;11850357X;Schriftsteller;1839-11-29;Männlich;1889-12-10;Österreich
568;118541102;"Jurist; Dramatiker; Dramaturg; Beamter";1801-12-11;Männlich;1836-09-12;Deutschland
569;11806083X;"Philologe; Literaturwissenschaftler; Germanist; Hochschullehrer";1942;Männlich;;Deutschland
570;118928635;"Übersetzer; Lyriker; Lektorin <Verlag>; Schriftsteller";1938-02-18;Weiblich;;Deutschland
571;123714818;"Hochschullehrer; Literaturwissenschaftler; Germanist";1968;Männlich;;Deutschland
572;120342081;"Politologe; Historiker";1917-06-09;Männlich;2012-10-01;Großbritannien
573;118519182;"Arzt; Lyriker; Schriftsteller; Librettist";1878-12-15;Männlich;1956-09-12;Deutschland
574;119078805;Schriftsteller;1926-04-02;Männlich;2018-12-30;"USA; Deutschland; Russland; Israel"
575;11864422X;"Mönch; Lyriker; Philosoph; Theologe";1120;Unbekannt;1202;Frankreich
576;134323270;"Komponist; Arrangeur";;Unbekannt;;Land unbekannt
577;129733563;"Kulturmanager; Jurist";1953;Männlich;;Deutschland
578;1029928045;;;Männlich;;Deutschland
579;118515470;"Übersetzer; Schriftsteller; Herausgeber";1940-04-16;Männlich;1975-04-23;Deutschland
580;129566748;"Philologe; Philosoph; Literaturwissenschaftler; Hochschullehrer; Germanist; Historiker";1952;Männlich;;Deutschland
581;119192063;Literaturwissenschaftler;1925;Männlich;2014-10-10;USA
582;1063077958;"Germanist; Literaturwissenschaftler; Hochschullehrer";1968;Weiblich;;Österreich
583;120882434;"Sportler; Germanist; Autor; Hochschullehrer";1960-07-07;Weiblich;;Deutschland
584;135545870;"Kulturwissenschaftler; Medienwissenschaftler";1971;Männlich;;Deutschland
585;118592289;"Librettist; Übersetzer; Schriftsteller";1908-09-09;Männlich;1950-08-27;Italien
586;110971760;Kuratorin <Museumskunde>;1956;Weiblich;;Deutschland
587;118788701;"Linguist; Literaturwissenschaftler";1893;Männlich;1980;Großbritannien
588;120959275;"Publizist; Literaturkritiker; Journalist";1953;Männlich;;Deutschland
589;119060906;Schriftsteller;1892-07-28;Männlich;1917-11-04;"Österreich; Slowenien; Tschechische Republik"
590;138361754;"Tierschützer; Sozialwissenschaftler; Lektor <Verlag>; Verleger";1939;Unbekannt;2004;Österreich
591;118535315;"Tiefenpsychologe; Autor; Psychoanalytiker; Neurologe; Pazifist";1856-05-06;Männlich;1939-09-23;"Tschechische Republik; Großbritannien; Österreich"
592;12116537X;"Schriftsteller; Drehbuchautor";1890-12-02;Männlich;1954-05-25;"Tschechische Republik; USA"
593;118612743;Schriftsteller;1900-11-19;Weiblich;1983-06-01;"Deutschland; Mexiko; Frankreich; USA"
594;113872937X;Romanist;1977;Weiblich;;Deutschland
595;132658453;"Hochschullehrer; Kulturwissenschaftler";1957;Weiblich;;Österreich
596;1145505961;"Journalist; Hochschullehrer";1949;Unbekannt;;Deutschland
597;122639359;"Literaturwissenschaftler; Philologe; Hochschullehrer; Autor";1947;Männlich;;Deutschland
598;118571419;"Philosoph; Schriftsteller";1921-09-12;Männlich;2006-03-27;Polen
599;124621872;"Hochschullehrer; Literarhistoriker; Literaturwissenschaftler";1948-06-15;Männlich;;"Deutschland; USA"
600;125018097X;Wissenschaftlicher Mitarbeiter;;Männlich;;Deutschland
601;124047521;"Schriftsteller; Journalist; Redakteur";1969;Männlich;;Großbritannien
602;11863805X;"Schriftsteller; Diplomat; Journalist; Generalgouverneur; Geheimagent";1875-08-26;Männlich;1940-02-11;"Großbritannien; Kanada"
603;13850573X;"Germanist; Philologe";;Weiblich;;Deutschland
604;119194724;"Abgeordneter; Politiker; Schriftsteller; Redakteur";1871-03-09;Männlich;1904-02-07;Deutschland
605;118790854;Schriftsteller;1855-07-16;Männlich;1898-12-25;Belgien
606;12053715X;"Schriftsteller; Drehbuchautor; Künstler; Journalist";1964-12-04;Männlich;;"Deutschland; Türkei"
607;1136278079;"Germanist; Kulturwissenschaftler";1979;Männlich;;Deutschland
608;118542192;"Librettist; Archivdirektor; Schriftsteller; Hofrat; Lyriker; Dramatiker; Finanzbeamter";1791-01-15;Männlich;1872-01-21;Österreich
609;118720856;;1600-11-19;Unbekannt;1649-01-30;Großbritannien
610;12019564X;"Journalist; Maler; Fotograf; Soziologe; Schriftsteller; Verleger";1925-05-09;Männlich;2003-05-08;Österreich
611;126021562;Schriftsteller;1851-05-05;Weiblich;1899-09-13;Deutschland
612;118631195;"Filmproduzent; Fotograf; Hochschullehrer; Filmregisseur";1945-08-14;Männlich;;"USA; Deutschland"
613;1239605382;Orientalist;1934;Weiblich;;Deutschland
614;118532847;"Rektor; Hochschullehrer; Philosoph; Schriftsteller; Publizist";1762-05-19;Männlich;1814-01-29;"Deutschland; Europa"
615;118537032;"Philosoph; Hochschullehrer";1900-02-11;Männlich;2002-03-14;Deutschland
616;118608312;"Regisseur; Drehbuchautor";1939-03-31;Männlich;;Deutschland
617;132796473;"Germanist; Literaturwissenschaftler; Hochschullehrer";1970;Männlich;;"Europa; Deutschland"
618;119081962;"Literaturwissenschaftler; Germanist";1926-04-03;Männlich;1991-08-19;Europa
619;142625027;Literaturwissenschaftler;1909;Männlich;;Deutschland
620;133021572;"Literaturwissenschaftler; Soziologe; Hochschullehrer";1913-11-27;Männlich;2003-07-08;"Deutschland; USA"
621;118821660;Politiker;1948-04-12;Männlich;;Deutschland
622;116478799;"Rektor; Pädagoge; Philologe; Schriftsteller; Gymnasiallehrer";1754-01-15;Männlich;1803-05-02;Deutschland
623;12035621X;Hochschullehrer;1936;Männlich;;Deutschland
624;118545477;Schriftsteller;1894-05-27;Männlich;1961-01-10;USA
625;110866703;"Literaturwissenschaftler; Hochschullehrer";1956;Weiblich;;Deutschland
626;118006509;"Journalist; Lyriker; Schriftsteller";1953-01-10;Männlich;;USA
627;118565133;"Schriftsteller; Minnesänger";1230;Männlich;1287;Deutschland
628;118931229;"Übersetzer; Schriftsteller";1942;Männlich;;Österreich
629;129655058;Germanist;1959;Männlich;;Deutschland
630;118546198;"Schriftsteller; Librettist";1864-06-03;Männlich;1905-02-11;"Deutschland; Italien"
631;1015540678;"Drehbuchautor; Schriftsteller";1975-08-15;Weiblich;;Deutschland
632;130214019;Kunsthistoriker;1974;Weiblich;;Ungarn
633;120562987;"Publizist; Literaturwissenschaftler; Hochschullehrer";1932-09-26;Männlich;2021-08-04;Deutschland
634;120010518;"Literaturwissenschaftler; Philologe";1948;Männlich;;Deutschland
635;137636067;Schriftsteller;1966;Männlich;;Großbritannien
636;118547739;Philosoph;1770-08-27;Männlich;1831-11-14;Deutschland
637;139275789;"Dozent; Schriftsteller; Anglist";1956-07-22;Männlich;;USA
638;117208612;"Journalist; Kaufmann; Schriftsteller; Satiriker";1822-02-17;Männlich;1856-07-30;Deutschland
639;118811991;"Drehbuchautor; Regisseur; Filmregisseur";1942-11-17;Männlich;;USA
640;13345052X;"Literaturwissenschaftler; Germanist";1938-04-06;Männlich;;"Europa; Deutschland"
641;118504398;"Maler; Künstler; Bildhauer; Librettist; Lyriker; Grafiker";1887-09-16;Männlich;1966-06-07;"USA; Frankreich; Deutschland; Europa"
642;171990870;;1940;Männlich;;
643;130605697;"Literaturwissenschaftler; Anglist; Hochschullehrer; Übersetzer";1943-08-19;Männlich;;Deutschland
644;118797786;"Klassischer Philologe; Philologe; Hochschullehrer";1896-06-18;Männlich;1986-10-31;Deutschland
645;118702300;Schriftsteller;1505;Männlich;1571;Italien
646;118619047;"Drehbuchautor; Redakteur; Theaterkritiker; Dramaturg; Schriftsteller";1944-12-02;Männlich;;Deutschland
647;118677586;;1619;Männlich;1655;Frankreich
648;120035677;Schriftsteller;1909-08-11;Männlich;1998-01-27;Großbritannien
649;132638134;"Schriftsteller; Meistersinger";;Männlich;;Deutschland
650;123950465;"Hochschullehrer; Historiker";1959;Weiblich;;Deutschland
651;118675281;"Philosoph; Literaturkritiker; Lyriker; Soziologe; Schriftsteller";1913-03-03;Männlich;1978-12-21;Frankreich
652;143636928;Literaturwissenschaftler;;Männlich;;Deutschland
653;1128344947;"Wirtschaftswissenschaftler; Afrikanist; Redner";1980;Weiblich;;Deutschland
654;1060213362;;1872;Weiblich;1940-06-27;Großbritannien
655;118141503;Soziologe;1970;Männlich;;Deutschland
656;11883276X;"Journalist; Redakteur; Schriftsteller";1892-10-28;Männlich;1963-10-23;"Österreich; USA; Tschechische Republik; Deutschland"
657;101363184;"Schriftsteller; Liederdichter; Librettist";1821-01-13;Männlich;1877-02-17;"Deutschland; Juden; Österreich"
658;120680661;"Publizist; Übersetzer; Redakteur";1935-11-11;Männlich;2015-02-24;"Belgien; Spanien; Kroatien; Deutschland"
659;119428237;"Essayist; Philosoph; Literaturwissenschaftler; Soziologe";1939-03-01;Männlich;2017-02-07;"Frankreich; Bulgarien"
660;118520555;Schriftsteller;1881-10-30;Weiblich;1920-06-30;Deutschland
661;1059557932;Chemiker;1982;Männlich;;Deutschland
662;130099198;"Germanist; Literaturwissenschaftler; Hochschullehrer";1939-09-12;Männlich;;Österreich
663;128739142;"Schriftsteller; Lektor <Verlag>; Herausgeber";1970-10-27;Männlich;;Großbritannien
664;132926032;"Übersetzer; Germanist";1980;Weiblich;;Deutschland
665;118150693;"Kinderbuchautor; Drehbuchautor; Schriftsteller; Literaturkritiker; Übersetzer; Jugendbuchautor";1962;Männlich;;Deutschland
666;124557147;"Literaturwissenschaftler; Philologe";1935-02-21;Männlich;2018-07-19;Deutschland
667;11452940X;"Literaturwissenschaftler; Hochschullehrer";1961-10-06;Weiblich;;"Italien; Deutschland"
668;1116724200;Essayist;1972;Weiblich;;USA
669;118530127;"Philosoph; Schriftsteller; Librettist; Pfarrer";1803-05-25;Männlich;1882-04-27;USA
670;1158956363;;;Männlich;;Land unbekannt
671;11910251X;"Dramatiker; Librettist; Schriftsteller; Lyriker; Musiker";1947-02-03;Männlich;;USA
672;118158821;"Schriftsteller; Kinderbuchautor; Jugendbuchautor";1954-05-06;Weiblich;;Frankreich
673;118628836;"Drehbuchautor; Journalist; Schriftsteller";1942-10-01;Männlich;;Deutschland
674;118505025;"Romanist; Philologe; Bibliothekar; Literaturwissenschaftler";1892-11-09;Männlich;1957-10-13;"Deutschland; USA"
675;142983926;Germanist;;Weiblich;;Deutschland
676;1090343442;Autor;1939;Weiblich;;Deutschland
677;118763873;Papst;1035;Männlich;1099-07-29;"Vatikanstadt; Frankreich; Italien"
678;173152058;;;Männlich;;
679;118629743;"Soziologe; Wirtschaftshistoriker; Volkswirt";1864-04-21;Männlich;1920-06-14;Deutschland
680;119527421;"Anglist; Hochschullehrer; Schriftsteller; Germanist";1948-10-02;Weiblich;;"Österreich; USA"
681;118622110;"Philosoph; Katholischer Theologe; Mönch";1225;Männlich;1274-03-07;"Italien; Frankreich"
682;124380158;Soziologe;1955;Männlich;;Deutschland
683;118609831;"Schriftsteller; Drehbuchautor";1920-08-22;Männlich;1989-06-09;Deutschland
684;118623486;"Übersetzer; Schriftsteller";1924-12-19;Männlich;2016-01-18;Frankreich
685;1048251810;"Verkehrsingenieur; Sachverständiger";1976;Männlich;;Deutschland
686;130392065;Literaturwissenschaftler;1972;Männlich;;"Dänemark; Deutschland"
687;119223104;"Übersetzer; Germanist; Schriftsteller";1935-10-08;Männlich;;Deutschland
688;119334925;"Musikschriftsteller; Schriftsteller; Pianist";1883-10-12;Weiblich;1959-02-13;"Österreich; Deutschland"
689;1144980216;"Jurist; Finanzberater";1899;Männlich;1978;Deutschland
690;111021855;"Hochschullehrer; Germanist; Literaturwissenschaftler";1951;Männlich;;Deutschland
691;120906708;"Schriftsteller; Regisseur";1956-01-15;Weiblich;;Norwegen
692;118604449;"Offizier; Schriftsteller";1833-09-30;Männlich;1906-07-24;Österreich
693;118766309;"Schriftsteller; Psychologe; Philosoph";1880-04-03;Männlich;1903-10-04;Österreich
694;120722747;Germanist;1960;Männlich;;Deutschland
695;118588346;"Kunsthistoriker; Schriftsteller";1929-12-19;Männlich;;"Europa; Frankreich"
696;1206905786;Anglist;;Weiblich;;USA
697;118507206;"Schriftsteller; Übersetzer; Diplomat";1789-01-30;Männlich;1878-04-04;"Dänemark; Deutschland"
698;1041613881;"Übersetzer; Schriftsteller; Literaturkritiker; Herausgeber";1976;Männlich;;"USA; Niederlande"
699;1054407975;"Priester; Philologe";1875;Männlich;;Land unbekannt
700;123665035;"Journalist; Autor; Schriftsteller";1955;Männlich;;Deutschland
701;12188211X;"Germanist; Literaturwissenschaftler; Schriftsteller";1935-02-06;Männlich;2016-04-01;Deutschland
702;118528858;"Schriftsteller; Grafiker";1921-07-12;Männlich;1983-05-07;Deutschland
703;122815068;"Hochschullehrer; Germanist; Literaturwissenschaftler";1956;Weiblich;;Deutschland
704;115817905;"Kritiker; Germanist; Literaturwissenschaftler; Essayist; Hochschullehrer";1937-05-20;Männlich;;Europa
705;121556867;"Linguist; Schriftsteller";1970;Weiblich;;Österreich
706;118518801;"Schriftsteller; Philosoph; Psychologe; Chemiker; Nobelpreisträger";1905-07-25;Männlich;1994-08-14;"Bulgarien; Österreich; Großbritannien"
707;124894526;"Schriftsteller; Autor; Filmschauspieler; Fernsehproduzent; Moderator";1978;Weiblich;;"Großbritannien; Deutschland"
708;136565654;"Journalist; Germanist; Dramaturg";1940;Weiblich;;Deutschland
709;138232377;Klassischer Philologe;;Männlich;;Deutschland
710;119115026;"Lektor <Verlag>; Schriftsteller; Literaturkritiker";1945-10-27;Männlich;1985-11-05;Österreich
711;141593318;"Hochschullehrer; Germanist";1955;Männlich;;Deutschland
712;129090085;"Musiker; Germanist; Journalist; Drehbuchautor; Dramatiker; Schriftsteller";1972;Männlich;;"Europa; Deutschland; Tschechische Republik"
713;129159727;Philologe;1933-11-24;Männlich;;Deutschland
714;118527487;"Schriftsteller; Kollaborateur";1893-01-13;Männlich;1945-03-15;Frankreich
715;118551248;"Literaturkritiker; Germanist";1922-03-08;Männlich;2015-08-21;Deutschland
716;1023957671;"Journalist; Schriftsteller";1965;Männlich;;Belgien
717;118572393;"Schriftsteller; Publizist; Feminist";1811-03-24;Weiblich;1889-08-05;Deutschland
718;118525263;"Philosoph; Schriftsteller";1713-10-05;Männlich;1784-07-31;Frankreich
719;118588095;"Katholischer Theologe; Bischof; Philosoph";1401;Männlich;1464-08-11;Deutschland
720;118589598;"Theaterdirektor; Violoncellist; Komponist; Kapellmeister";1819-06-20;Männlich;1880-10-05;"Deutschland; Frankreich"
721;118717774;"Lyriker; Philosoph; Schriftsteller; Romancier";1928-09-21;Männlich;2011-02-03;"Frankreich; Martinique"
722;118780522;"Fotograf; Marineoffizier; Schriftsteller; Zeichner";1850-01-14;Männlich;1923-06-10;Frankreich
723;118889664;Schriftsteller;1936;Männlich;;USA
724;115812431;"Schriftsteller; Librettist";1975;Männlich;;"Österreich; Deutschland"
725;1019257059;Germanist;;Männlich;;
726;118742361;"Librettist; Übersetzer; Schriftsteller";1769-09-07;Weiblich;1843-07-09;Österreich
727;118679694;Schriftsteller;;Männlich;;"Byzantinisches Reich; Griechenland (Altertum)"
728;1218092238;"Germanistik; Literaturwissenschaftler";;Unbekannt;;Deutschland
729;118597396;Redner;35;Unbekannt;100;Römisches Reich
730;142901229;"Schriftsteller; Dramatiker";1981;Männlich;;"Österreich; Kongo (Demokratische Republik)"
731;11860757X;"Librettist; Regisseur; Sänger; Schauspieler; Bariton <Sänger>; Theaterdirektor";1751-09-01;Männlich;1812-09-21;"Deutschland; Österreich"
732;118501518;"Bibliothekar; Schriftsteller; Übersetzer";1560;Männlich;1620-03-09;"Deutschland; Niederlande"
733;118701495;"Schauspieler; Schriftsteller; Regisseur; Drehbuchautor";1888-12-27;Weiblich;1954-07-01;Deutschland
734;118626949;"Schauspieler; Drehbuchautor";1889-06-15;Weiblich;1978-10-20;"Europa; USA; Deutschland; Polen"
735;119369125;"Schriftsteller; Architekt";1930-05-23;Männlich;2019-03-27;Österreich
736;141650745;"Germanist; Literaturwissenschaftler";1961-06-29;Männlich;;Europa
737;118600451;"Buchhändler; Literaturkritiker; Schriftsteller";1908-11-12;Männlich;1993-03-23;Deutschland
738;118563319;"Schriftsteller; Generalleutnant; Dramatiker";1752-02-18;Männlich;1831-03-03;Deutschland
739;115651470;Schriftsteller;1970-02-20;Weiblich;;Deutschland
740;118928686;"Schriftsteller; Künstler";1916-07-06;Weiblich;1970-10-19;Deutschland
741;143361538;"Theaterwissenschaftler; Dramaturg";;Männlich;;Deutschland
742;1022869272;Literaturwissenschaftler;1936;Unbekannt;2004;USA
743;118544209;"Hochschullehrer; Soziologe; Philosoph";1929-06-18;Männlich;;Deutschland
744;118757733;"Jurist; Finanzminister; Politiker";1692;Männlich;1738-02-04;Deutschland
745;124283616;"Literaturwissenschaftler; Übersetzer; Schriftsteller; Germanist";1963;Weiblich;;"Polen; Deutschland"
746;118106929;"Hochschullehrer; Soziologe";1943;Männlich;;Deutschland
747;113477902;Literaturwissenschaftler;;Männlich;;
748;118604759;Schriftsteller;1740-06-02;Männlich;1814-12-02;Frankreich
749;119491028;"Schriftsteller; Drehbuchautor; Dramatiker";1964;Männlich;;Deutschland
750;1271821567;Germanist;1951;Männlich;;Frankreich
751;118183419;Philologe;1945;Männlich;;Deutschland
752;118528661;Schriftsteller;1830-09-13;Weiblich;1916-03-12;"Tschechische Republik; Deutschland; Österreich"
753;138317895;"Fotograf; Performancekünstler; Künstler; Installationskünstler";1974;Weiblich;;"Belgien; Afrika"
754;119359464;"Schriftsteller; Librettist; Regisseur; Drehbuchautor";1944-04-04;Männlich;;Österreich
755;118609807;"Schriftsteller; Dramatiker; Arzt";1862-05-15;Männlich;1931-10-21;Österreich
756;120219344;;;Männlich;;
757;118541579;"Schriftsteller; Dramatiker; Grafiker; Bildhauer; Maler; Künstler; Nobelpreisträger; Librettist";1927-10-16;Männlich;2015-04-13;Deutschland
758;137527764;"Journalist; Schriftsteller; Kulturwissenschaftler";1971;Weiblich;;Deutschland
759;115696148;"Schriftsteller; Journalist";1939-04-23;Männlich;;Deutschland
760;118716573;"Schriftsteller; Komponist; Librettist";1685-09-16;Männlich;1732-12-04;Großbritannien
761;118540947;Schriftsteller;;Männlich;1200;Deutschland
762;118604570;"Historiker; Schriftsteller; Hochschullehrer; Publizist";1836-01-27;Männlich;1895-03-09;"Deutschland; Österreich"
763;118561294;Mechaniker;1734;Männlich;1804;"Österreich; Ungarn"
764;11854103X;"Feminist; Schriftsteller";1748;Weiblich;1793;Frankreich
765;118671103;Schriftsteller;1859-04-07;Männlich;1906-11-20;Österreich
766;118713698;"Übersetzer; Biograf; Schriftsteller; Essayist; Pazifist";1870-02-03;Weiblich;1967-12-03;"Deutschland; USA; Frankreich; Europa"
767;121444708;Literaturwissenschaftler;1940;Männlich;;"Österreich; Deutschland"
768;105573516X;"Künstler; Maler";1921;Männlich;2000;Frankreich
769;118770489;"Bibliothekar; Schriftsteller; Sekretär; Liederdichter";1762-01-22;Männlich;1827-06-26;Deutschland
770;134043235;Linguist;1931;Unbekannt;;Indien
771;11855042X;"Pazifist; Schriftsteller; Nobelpreisträger; Librettist; Buchhändler; Maler";1877-07-02;Männlich;1962-08-09;"Europa; Deutschland"
772;121967565;"Übersetzer; Gymnasiallehrer; Schriftsteller";1955;Männlich;;Österreich
773;118996835;"Schriftsteller; Dramaturg; Künstler; Drehbuchautor";1955;Männlich;;"Russland; Deutschland"
774;1013824075;Literaturwissenschaftler;1972;Männlich;;Deutschland
775;124054579;"Schriftsteller; Literaturwissenschaftler";1961;Männlich;;Deutschland
776;116320850;"Librettist; Dramatiker; Schriftsteller";1828-07-30;Weiblich;1905-05-05;Deutschland
777;131370952;"Biolog; Feminist; Hochschullehrer";1944;Weiblich;;USA
778;11548048X;"Erzähler; Lyriker; Herausgeber; Schriftsteller; Übersetzer";1965-11-23;Männlich;;Deutschland
779;118717758;"Schriftsteller; Kanoniker; Lehrer; Übersetzer; Sekretär";1719-04-02;Männlich;1803-02-18;Deutschland
780;118546937;"Lyriker; Schriftsteller; Dramatiker";1862-11-15;Männlich;1946-06-06;"Deutschland; Polen"
781;142006696;Schriftsteller;1977-12-14;Weiblich;;Deutschland
782;119130262;"Lehrer; Übersetzer; Philosoph; Literaturwissenschaftler";1917;Männlich;1979-01-06;Italien
783;1074484215;Hochschullehrer;1968;Weiblich;;"Österreich; Deutschland"
784;142049891;"Dramatiker; Autor";1978;Männlich;;Deutschland
785;117002437;"Schriftsteller; Lehrer; Pfarrer";1772-11-25;Männlich;1857-03-23;Deutschland
786;1035297884;Historiker;1969;Männlich;;Deutschland
787;122397061;"Schriftsteller; Arzt";1968-10-28;Männlich;;Deutschland
788;139390626;"Comiczeichner; Comicautor";1960;Weiblich;;USA
789;119171295;;1415;Männlich;1485;Italien
790;103751064X;"Buchhändler; Drucker; Buchdrucker; Verleger";1708-09-02;Männlich;1779-10-04;Frankreich
791;118560565;;1729-05-02;Weiblich;1796-11-17;Russland
792;1068937319;"Reporter; Journalist";1985;Männlich;;"Österreich; Deutschland; Großbritannien"
793;1088443230;Rechtsanwalt;1974;Männlich;;Niederlande
794;135723043;"Germanist; Schauspieler; Schriftsteller";1934-12-26;Männlich;;"Deutschland; Deutschland (DDR)"
795;119324997;"Romanist; Literaturwissenschaftler; Schriftsteller; Kritiker";1925-12-26;Männlich;2020-02-03;Deutschland
796;122232348;"Philologe; Theologe";1937-07-22;Männlich;;Deutschland
797;119420759;"Theaterregisseur; Musiker; Bühnenbildner";1952;Weiblich;;USA
798;121662438;"Hochschullehrer; Literaturwissenschaftler";1964-11-13;Männlich;;Deutschland
799;121806065;"Grafiker; Maler; Comiczeichner";1919;Männlich;1993;"Argentinien; Uruguay"
800;118994212;"Librettist; Lyriker; Rundfunkredakteur; Literaturwissenschaftler; Journalist; Weibliche Lehrbeauftragte; Schriftsteller";1946-04-30;Weiblich;;Deutschland
801;136970516;"Germanist; Literaturwissenschaftler";1959;Weiblich;;"Europa; Deutschland"
802;1140944568;"Filmwissenschaftler; Autor; Redakteur; Regieassistent";1982;Weiblich;;Deutschland
803;118810863;"Herausgeber; Übersetzer; Philologe; Schriftsteller; Essayist; Linguist";1921-05-20;Männlich;2016-02-26;"Deutschland; Polen"
804;135878721;Philologe;1948;Weiblich;;"Kanada; USA"
805;118776592;"Schriftsteller; Librettist";1907-06-07;Weiblich;1975-01-21;"USA; Deutschland; Polen; Israel"
806;1116968479;;1825-12-27;Unbekannt;1915-03-03;Deutschland
807;115609067;"Journalist; Schriftsteller";1924-10-05;Männlich;2015-04-20;"USA; Österreich"
808;118798413;"Literarhistoriker; Germanist; Philologe";1886-10-05;Männlich;1965-08-03;Deutschland
